date,year,month,region,product,channel,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,Net_Profit_Margin
2024-05-01,2024,5,North America,Home & Living,Direct Sales,0.95,0.8251,1.0072,1.0084,0.2127,0.5891,0,26597.0,38.97,1036377.66,472798.66,563579.0,103637.77,207275.53,252665.7,1530.61,251135.09,571.43,57629.64,192934.02,0.18616188619889779
2024-05-01,2024,5,North America,Beauty & Health,Direct Sales,0.95,0.8251,1.0072,1.0084,0.0765,0.5455,0,24209.0,55.48,1343165.7,612756.3,730409.4,134316.57,268633.14,327459.69,1530.61,325929.08,571.43,74832.26,250525.39,0.18651860302865092
2024-05-01,2024,5,Europe,Enterprise,Direct Sales,0.95,0.8251,1.0025,1.0084,0.0767,0.5516,0,44768.0,38.76,1735067.27,788386.19,946681.08,173506.73,347013.45,426160.9,1530.61,424630.29,571.43,97533.54,326525.32,0.1881917350674248
2024-05-01,2024,5,Europe,Pro Plan,Direct Sales,0.95,0.8251,1.0025,1.0084,0.1279,0.5676,0,28453.0,60.64,1725327.72,783960.7,941367.02,172532.77,345065.54,423768.71,1530.61,422238.09,571.43,96983.33,324683.33,0.1881864681337178
2024-05-01,2024,5,Europe,Apparel,Direct Sales,0.95,0.8251,1.0025,1.0084,0.4143,0.6718,0,63725.0,38.6,2459755.5,1117672.67,1342082.83,245975.55,491951.1,604156.18,1530.61,602625.57,571.43,138472.45,463581.69,0.18846657320209265
2024-05-01,2024,5,Europe,Footwear,Direct Sales,0.95,0.8251,1.0025,1.0084,0.0179,0.5341,0,39291.0,65.98,2592238.76,1177870.9,1414367.87,259223.88,518447.75,636696.24,1530.61,635165.62,571.43,145956.67,488637.53,0.1885002020415743
2024-05-01,2024,5,Europe,Accessories,Direct Sales,0.95,0.8251,1.0025,1.0084,0.3688,0.6533,0,23568.0,34.22,806540.83,366478.96,440061.87,80654.08,161308.17,198099.62,1530.61,196569.01,571.43,45079.44,150918.14,0.18711779290826483
2024-05-01,2024,5,Europe,Home & Living,Direct Sales,0.95,0.8251,1.0025,1.0084,0.0909,0.556,0,25105.0,40.24,1010114.05,458979.3,551134.74,101011.4,202022.81,248100.53,1530.61,246569.92,571.43,56579.65,189418.84,0.18752223078176172
2024-05-01,2024,5,Europe,Beauty & Health,Direct Sales,0.95,0.8251,1.0025,1.0084,0.356,0.6483,0,28771.0,50.41,1450300.37,658992.77,791307.6,145030.04,290060.07,356217.49,1530.61,354686.88,571.43,81446.55,272668.9,0.18800857094175602
2024-05-01,2024,5,Northeast US,Enterprise,Direct Sales,0.95,0.8251,0.9992,1.0084,0.323,0.6288,0,51030.0,36.04,1839032.16,838487.67,1000544.49,183903.22,367806.43,448834.85,1530.61,447304.23,571.43,102748.55,343984.26,0.18704635377338916
2024-05-01,2024,5,Northeast US,Pro Plan,Direct Sales,0.95,0.8251,0.9992,1.0084,0.1669,0.5741,0,28777.0,60.26,1734054.08,790624.0,943430.08,173405.41,346810.82,423213.86,1530.61,421683.25,571.43,96855.72,324256.1,0.1869930723267869
2024-05-01,2024,5,Northeast US,Apparel,Direct Sales,0.95,0.8251,0.9992,1.0084,0.0615,0.5412,0,51343.0,43.52,2234555.77,1018822.56,1215733.21,223455.58,446911.15,545366.48,1530.61,543835.87,571.43,124950.82,418313.62,0.18720213906319286
2024-05-01,2024,5,Northeast US,Footwear,Direct Sales,0.95,0.8251,0.9992,1.0084,0.0522,0.5385,0,39611.0,65.68,2601596.48,1186170.97,1415425.51,260159.65,520319.3,634946.56,1530.61,633415.95,571.43,145554.24,487290.28,0.18730432784103399
2024-05-01,2024,5,Northeast US,Accessories,Direct Sales,0.95,0.8251,0.9992,1.0084,0.2011,0.5854,0,21118.0,36.37,768144.22,350227.4,417916.82,76814.42,153628.84,187473.55,1530.61,185942.94,571.43,42635.45,142736.06,0.18581935043395886
2024-05-01,2024,5,Northeast US,Home & Living,Direct Sales,0.95,0.8251,0.9992,1.0084,0.1598,0.5718,0,25816.0,39.62,1022742.25,466308.74,556433.51,102274.22,204548.45,249610.84,1530.61,248080.23,571.43,56927.02,190581.77,0.18634389065280133
2024-05-01,2024,5,Northeast US,Beauty & Health,Direct Sales,0.95,0.8251,0.9992,1.0084,0.0484,0.5373,0,23849.0,55.95,1334251.93,608338.35,725913.58,133425.19,266850.39,325638.0,1530.61,324107.39,571.43,74413.27,249122.69,0.1867133817824045
2024-05-01,2024,5,Southeast US,Enterprise,Direct Sales,0.95,0.8251,0.9543,1.0084,0.1682,0.5868,0,47624.0,37.45,1783420.6,820550.04,962870.56,178342.06,356684.12,427844.38,1530.61,426313.77,571.43,97920.74,327821.6,0.18381620129317783
2024-05-01,2024,5,Southeast US,Pro Plan,Direct Sales,0.95,0.8251,0.9543,1.0084,0.0587,0.552,0,27670.0,61.59,1704060.43,784036.5,920023.93,170406.04,340812.09,408805.8,1530.61,407275.19,571.43,93541.86,313161.89,0.18377393458986666
2024-05-01,2024,5,Southeast US,Apparel,Direct Sales,0.95,0.8251,0.9543,1.0084,0.1086,0.5675,0,53829.0,42.39,2282016.49,1049953.51,1232062.98,228201.65,456403.3,547458.03,1530.61,545927.42,571.43,125431.88,419924.11,0.18401449412839255
2024-05-01,2024,5,Southeast US,Footwear,Direct Sales,0.95,0.8251,0.9543,1.0084,0.223,0.6056,0,44547.0,61.53,2740994.42,1261128.8,1479865.63,274099.44,548198.88,657567.3,1530.61,656036.69,571.43,150757.01,504708.25,0.184133264306317
2024-05-01,2024,5,Southeast US,Accessories,Direct Sales,0.95,0.8251,0.9543,1.0084,0.0432,0.5473,0,19744.0,37.76,745521.08,343013.51,402507.58,74552.11,149104.22,178851.25,1530.61,177320.64,571.43,40652.32,136096.89,0.18255270528366552
2024-05-01,2024,5,Southeast US,Home & Living,Direct Sales,0.95,0.8251,0.9543,1.0084,0.091,0.5619,0,25372.0,40.0,1014875.02,466942.98,547932.03,101487.5,202975.0,243469.53,1530.61,241938.92,571.43,55514.52,185852.97,0.18312892359888808
2024-05-01,2024,5,Southeast US,Beauty & Health,Direct Sales,0.95,0.8251,0.9543,1.0084,0.1478,0.5801,0,25746.0,53.62,1380420.4,635130.05,745290.35,138042.04,276084.08,331164.23,1530.61,329633.62,571.43,75684.3,253377.89,0.18355125003948075
2024-05-01,2024,5,Midwest US,Enterprise,Direct Sales,0.95,0.8251,1.0224,1.0084,0.2879,0.6077,0,49320.0,36.73,1811372.85,838991.51,972381.34,181137.28,362274.57,428969.48,1530.61,427438.87,571.43,98179.51,328687.93,0.1814579091212502
2024-05-01,2024,5,Midwest US,Pro Plan,Direct Sales,0.95,0.8251,1.0224,1.0084,0.1992,0.5771,0,28929.0,60.08,1738109.12,805057.22,933051.9,173810.91,347621.82,411619.16,1530.61,410088.55,571.43,94188.94,315328.18,0.18142024362659115
2024-05-01,2024,5,Midwest US,Apparel,Direct Sales,0.95,0.8251,1.0224,1.0084,0.0756,0.5383,0,51064.0,43.65,2229156.57,1032500.53,1196656.03,222915.66,445831.31,527909.06,1530.61,526378.45,571.43,120935.62,404871.41,0.18162538040116222
2024-05-01,2024,5,Midwest US,Footwear,Direct Sales,0.95,0.8251,1.0224,1.0084,0.1603,0.5644,0,41520.0,63.98,2656588.41,1230478.37,1426110.03,265658.84,531317.68,629133.51,1530.61,627602.9,571.43,144217.24,482814.23,0.18174220296323582
2024-05-01,2024,5,Midwest US,Accessories,Direct Sales,0.95,0.8251,1.0224,1.0084,0.2088,0.5803,0,20934.0,36.55,765167.7,354410.31,410757.4,76516.77,153033.54,181207.09,1530.61,179676.47,571.43,41194.16,137910.88,0.1802361495395062
2024-05-01,2024,5,Midwest US,Home & Living,Direct Sales,0.95,0.8251,1.0224,1.0084,0.0823,0.5403,0,24396.0,40.88,997335.25,461945.65,535389.6,99733.53,199467.05,236189.03,1530.61,234658.41,571.43,53840.01,180246.98,0.18072857647415952
2024-05-01,2024,5,Midwest US,Beauty & Health,Direct Sales,0.95,0.8251,1.0224,1.0084,0.1658,0.5662,0,25130.0,54.34,1365660.73,632546.61,733114.12,136566.07,273132.15,323415.9,1530.61,321885.29,571.43,73902.19,247411.67,0.18116627692735957
2024-05-01,2024,5,West US,Enterprise,Direct Sales,0.95,0.8251,0.9864,1.0084,0.3251,0.6345,0,51493.0,35.86,1846415.01,836069.36,1010345.65,184641.5,369283.0,456421.15,1530.61,454890.54,571.43,104493.4,349825.71,0.18946212422742384
2024-05-01,2024,5,West US,Pro Plan,Direct Sales,0.95,0.8251,0.9864,1.0084,0.0999,0.5572,0,27928.0,61.27,1711128.15,774810.54,936317.61,171112.81,342225.63,422979.16,1530.61,421448.55,571.43,96801.74,324075.39,0.18939282250718628
2024-05-01,2024,5,West US,Apparel,Direct Sales,0.95,0.8251,0.9864,1.0084,0.3367,0.6389,0,60610.0,39.69,2405568.57,1089257.91,1316310.65,240556.86,481113.71,594640.08,1530.61,593109.47,571.43,136283.75,456254.29,0.1896658842695139
2024-05-01,2024,5,West US,Footwear,Direct Sales,0.95,0.8251,0.9864,1.0084,0.368,0.6511,0,47895.0,59.1,2830707.84,1281763.89,1548943.95,283070.78,566141.57,699731.6,1530.61,698200.99,571.43,160454.8,537174.76,0.189766938293427
2024-05-01,2024,5,West US,Accessories,Direct Sales,0.95,0.8251,0.9864,1.0084,0.0981,0.5566,0,20079.0,37.41,751107.46,340106.6,411000.86,75110.75,150221.49,185668.62,1530.61,184138.01,571.43,42220.31,141346.27,0.1881838185976744
2024-05-01,2024,5,West US,Home & Living,Direct Sales,0.95,0.8251,0.9864,1.0084,0.1006,0.5574,0,25167.0,40.18,1011231.23,457892.42,553338.8,101123.12,202246.25,249969.44,1530.61,248438.82,571.43,57009.5,190857.89,0.18873812866716944
2024-05-01,2024,5,West US,Beauty & Health,Direct Sales,0.95,0.8251,0.9864,1.0084,0.343,0.6413,0,28463.0,50.71,1443378.62,653571.72,789806.9,144337.86,288675.72,356793.31,1530.61,355262.7,571.43,81578.99,273112.28,0.18921735171607296
2024-05-01,2024,5,International,Enterprise,Direct Sales,0.95,0.8251,0.8687,1.0084,0.1266,0.5678,0,46080.0,38.14,1757492.85,799614.97,957877.88,175749.28,351498.57,430630.03,1530.61,429099.41,571.43,98561.44,329966.55,0.1877484451785963
2024-05-01,2024,5,International,Pro Plan,Direct Sales,0.95,0.8251,0.8687,1.0084,0.0596,0.5471,0,27422.0,61.89,1697262.13,772211.51,925050.62,169726.21,339452.43,415871.98,1530.61,414341.37,571.43,95167.09,318602.86,0.18771576550759428
2024-05-01,2024,5,International,Apparel,Direct Sales,0.95,0.8251,0.8687,1.0084,0.0644,0.5485,0,52032.0,43.2,2247823.06,1022702.86,1225120.2,224782.31,449564.61,550773.28,1530.61,549242.67,571.43,126194.39,422476.86,0.18794933974918826
2024-05-01,2024,5,International,Footwear,Direct Sales,0.95,0.8251,0.8687,1.0084,0.4389,0.6828,0,50225.0,57.56,2891120.13,1315386.82,1575733.31,289112.01,578224.03,708397.27,1530.61,706866.66,571.43,162447.9,543847.33,0.1881095580763709
2024-05-01,2024,5,International,Accessories,Direct Sales,0.95,0.8251,0.8687,1.0084,0.04,0.5412,0,19524.0,38.0,741807.42,337503.69,404303.74,74180.74,148361.48,181761.51,1530.61,180230.9,571.43,41321.68,138337.79,0.18648747137093882
2024-05-01,2024,5,International,Home & Living,Direct Sales,0.95,0.8251,0.8687,1.0084,0.04,0.5412,0,24436.0,40.84,998075.77,454099.33,543976.44,99807.58,199615.15,244553.71,1530.61,243023.1,571.43,55763.88,186687.78,0.18704770280116106
2024-05-01,2024,5,International,Beauty & Health,Direct Sales,0.95,0.8251,0.8687,1.0084,0.1805,0.5854,0,25982.0,53.35,1386031.1,630609.23,755421.87,138603.11,277206.22,339612.54,1530.61,338081.93,571.43,77627.41,259883.08,0.1875016224383421
2024-06-01,2024,6,North America,Enterprise,Direct Sales,0.92,0.6735,1.0133,1.01,0.3709,0.583,0,47310.0,35.56,1682542.79,771409.5,911133.3,168254.28,336508.56,406370.46,1530.61,404839.85,571.43,92981.74,311286.68,0.18500966623261925
2024-06-01,2024,6,North America,Pro Plan,Direct Sales,0.92,0.6735,1.0133,1.01,0.2307,0.5364,0,26889.0,59.21,1592030.32,729911.49,862118.84,159203.03,318406.06,384509.74,1530.61,382979.13,571.43,87953.77,294453.93,0.1849549762343722
2024-06-01,2024,6,North America,Apparel,Direct Sales,0.92,0.6735,1.0133,1.01,0.2513,0.5429,0,51499.0,41.11,2117222.12,970700.57,1146521.55,211722.21,423444.42,511354.91,1530.61,509824.3,571.43,117128.16,392124.71,0.18520716664343181
2024-06-01,2024,6,North America,Footwear,Direct Sales,0.92,0.6735,1.0133,1.01,0.5144,0.6375,0,46891.0,56.59,2653366.01,1216510.95,1436855.06,265336.6,530673.2,640845.25,1530.61,639314.64,571.43,146910.94,491832.27,0.18536163806515335
2024-06-01,2024,6,North America,Accessories,Direct Sales,0.92,0.6735,1.0133,1.01,0.0909,0.4955,0,17875.0,37.76,674915.84,309434.32,365481.52,67491.58,134983.17,163006.76,1530.61,161476.15,571.43,37008.09,123896.64,0.18357346598947805
2024-06-01,2024,6,North America,Home & Living,Direct Sales,0.92,0.6735,1.0133,1.01,0.2055,0.5287,0,23869.0,39.15,934589.14,428488.92,506100.22,93458.91,186917.83,225723.48,1530.61,224192.87,571.43,51432.93,172188.51,0.18423979332779322
2024-06-01,2024,6,North America,Beauty & Health,Direct Sales,0.92,0.6735,1.0133,1.01,0.0828,0.4933,0,21894.0,55.51,1215394.76,557232.22,658162.54,121539.48,243078.95,293544.11,1530.61,292013.5,571.43,67031.68,224410.39,0.18463991896756246
2024-06-01,2024,6,Europe,Enterprise,Direct Sales,0.92,0.6735,0.9978,1.01,0.1595,0.5238,0,42509.0,37.74,1604399.41,731972.16,872427.25,160439.94,320879.88,391107.43,1530.61,389576.81,571.43,89471.24,299534.15,0.18669549996905074
2024-06-01,2024,6,Europe,Pro Plan,Direct Sales,0.92,0.6735,0.9978,1.01,0.1304,0.5152,0,25828.0,60.55,1563783.41,713442.0,850341.41,156378.34,312756.68,381206.39,1530.61,379675.78,571.43,87194.0,291910.35,0.18666929712472138
2024-06-01,2024,6,Europe,Apparel,Direct Sales,0.92,0.6735,0.9978,1.01,0.2542,0.5531,0,52471.0,40.69,2134883.52,973993.94,1160889.58,213488.35,426976.7,520424.52,1530.61,518893.91,571.43,119214.17,399108.31,0.1869461758738013
2024-06-01,2024,6,Europe,Footwear,Direct Sales,0.92,0.6735,0.9978,1.01,0.2391,0.5483,0,40332.0,61.53,2481498.55,1132129.47,1349369.08,248149.85,496299.71,604919.51,1530.61,603388.9,571.43,138648.02,464169.45,0.18705207383659364
2024-06-01,2024,6,Europe,Accessories,Direct Sales,0.92,0.6735,0.9978,1.01,0.0991,0.5063,0,18265.0,37.31,681414.05,310880.27,370533.79,68141.41,136282.81,166109.57,1530.61,164578.96,571.43,37721.73,126285.8,0.1853290227872466
2024-06-01,2024,6,Europe,Home & Living,Direct Sales,0.92,0.6735,0.9978,1.01,0.0702,0.4983,0,22497.0,40.46,910317.13,415312.29,495004.84,91031.71,182063.43,221909.7,1530.61,220379.09,571.43,50555.76,169251.9,0.18592630460551698
2024-06-01,2024,6,Europe,Beauty & Health,Direct Sales,0.92,0.6735,0.9978,1.01,0.0822,0.5016,0,22262.0,55.0,1224444.42,558626.0,665818.42,122444.44,244888.88,298485.09,1530.61,296954.48,571.43,68168.1,228214.95,0.1863824492744228
2024-06-01,2024,6,Northeast US,Enterprise,Direct Sales,0.92,0.6735,1.0014,1.01,0.4676,0.6205,0,50355.0,34.35,1729844.95,790608.38,939236.56,172984.49,345968.99,420283.08,1530.61,418752.47,571.43,96181.64,321999.4,0.18614350378627867
2024-06-01,2024,6,Northeast US,Pro Plan,Direct Sales,0.92,0.6735,1.0014,1.01,0.12,0.5049,0,25310.0,61.23,1549782.6,708312.68,841469.92,154978.26,309956.52,376535.14,1530.61,375004.53,571.43,86119.61,288313.48,0.18603478965372303
2024-06-01,2024,6,Northeast US,Apparel,Direct Sales,0.92,0.6735,1.0014,1.01,0.0579,0.4879,0,46278.0,43.63,2018991.3,922759.84,1096231.46,201899.13,403798.26,490534.07,1530.61,489003.46,571.43,112339.37,376092.66,0.18627750401896231
2024-06-01,2024,6,Northeast US,Footwear,Direct Sales,0.92,0.6735,1.0014,1.01,0.3449,0.5754,0,42324.0,59.9,2535215.62,1158695.02,1376520.6,253521.56,507043.12,615955.92,1530.61,614425.3,571.43,141186.39,472667.48,0.1864407414782337
2024-06-01,2024,6,Northeast US,Accessories,Direct Sales,0.92,0.6735,1.0014,1.01,0.1147,0.5034,0,18161.0,37.43,679702.47,310651.24,369051.24,67970.25,135940.49,165140.49,1530.61,163609.88,571.43,37498.84,125539.61,0.18469788700341197
2024-06-01,2024,6,Northeast US,Home & Living,Direct Sales,0.92,0.6735,1.0014,1.01,0.1235,0.5059,0,22843.0,40.12,916510.7,418882.07,497628.62,91651.07,183302.14,222675.41,1530.61,221144.8,571.43,50731.88,169841.5,0.1853131665565934
2024-06-01,2024,6,Northeast US,Beauty & Health,Direct Sales,0.92,0.6735,1.0014,1.01,0.1356,0.5094,0,22608.0,54.53,1232857.77,563465.35,669392.42,123285.78,246571.55,299535.09,1530.61,298004.48,571.43,68409.6,229023.45,0.18576631917564992
2024-06-01,2024,6,Southeast US,Enterprise,Direct Sales,0.92,0.6735,0.9723,1.01,0.221,0.5416,0,43955.0,37.05,1628434.24,741384.8,887049.43,162843.42,325686.85,398519.16,1530.61,396988.55,571.43,91175.94,305241.18,0.187444584805586
2024-06-01,2024,6,Southeast US,Pro Plan,Direct Sales,0.92,0.6735,0.9723,1.01,0.3309,0.5778,0,28964.0,56.81,1645503.83,749156.16,896347.67,164550.38,329100.77,402696.52,1530.61,401165.91,571.43,92136.73,308457.75,0.18745489641309432
2024-06-01,2024,6,Southeast US,Apparel,Direct Sales,0.92,0.6735,0.9723,1.01,0.1148,0.5099,0,48368.0,42.57,2059008.8,937414.48,1121594.32,205900.88,411801.76,503891.68,1530.61,502361.07,571.43,115411.62,386378.02,0.18765243742523102
2024-06-01,2024,6,Southeast US,Footwear,Direct Sales,0.92,0.6735,0.9723,1.01,0.3119,0.5713,0,42024.0,60.14,2527226.19,1150581.98,1376644.21,252722.62,505445.24,618476.35,1530.61,616945.74,571.43,141766.09,474608.22,0.18779807754366457
2024-06-01,2024,6,Southeast US,Accessories,Direct Sales,0.92,0.6735,0.9723,1.01,0.2584,0.5535,0,19968.0,35.51,708954.46,322768.98,386185.48,70895.45,141790.89,173499.14,1530.61,171968.53,571.43,39421.33,131975.77,0.18615549720922836
2024-06-01,2024,6,Southeast US,Home & Living,Direct Sales,0.92,0.6735,0.9723,1.01,0.1385,0.5167,0,23330.0,39.66,925136.1,421191.0,503945.1,92513.61,185027.22,226404.27,1530.61,224873.66,571.43,51589.51,172712.72,0.18668898554493765
2024-06-01,2024,6,Southeast US,Beauty & Health,Direct Sales,0.92,0.6735,0.9723,1.01,0.2692,0.5571,0,24723.0,51.89,1282860.92,584054.04,698806.88,128286.09,256572.18,313948.61,1530.61,312417.99,571.43,71724.71,240121.86,0.18717684532786297
2024-06-01,2024,6,Midwest US,Enterprise,Direct Sales,0.92,0.6735,1.0276,1.01,0.3352,0.5636,0,45742.0,36.24,1657531.06,771028.43,886502.63,165753.11,331506.21,389243.31,1530.61,387712.7,571.43,89042.49,298098.78,0.17984506426081695
2024-06-01,2024,6,Midwest US,Pro Plan,Direct Sales,0.92,0.6735,1.0276,1.01,0.1796,0.5146,0,25793.0,60.59,1562866.22,726993.48,835872.73,156286.62,312573.24,367012.87,1530.61,365482.25,571.43,83929.49,280981.34,0.1797859192324216
2024-06-01,2024,6,Midwest US,Apparel,Direct Sales,0.92,0.6735,1.0276,1.01,0.5179,0.6312,0,59876.0,37.81,2263895.92,1053089.24,1210806.69,226389.59,452779.18,531637.91,1530.61,530107.3,571.43,121793.25,407742.62,0.18010661020140892
2024-06-01,2024,6,Midwest US,Footwear,Direct Sales,0.92,0.6735,1.0276,1.01,0.3615,0.5727,0,42124.0,60.06,2529908.5,1176829.46,1353079.04,252990.85,505981.7,594106.49,1530.61,592575.88,571.43,136161.02,455843.43,0.18018178523057257
2024-06-01,2024,6,Midwest US,Accessories,Direct Sales,0.92,0.6735,1.0276,1.01,0.2493,0.5357,0,19325.0,36.16,698723.11,325022.8,373700.32,69872.31,139744.62,164083.38,1530.61,162552.77,571.43,37255.71,124725.63,0.1785050876591158
2024-06-01,2024,6,Midwest US,Home & Living,Direct Sales,0.92,0.6735,1.0276,1.01,0.3788,0.5787,0,26129.0,37.24,972924.77,452572.31,520352.46,97292.48,194584.95,228475.03,1530.61,226944.42,571.43,52065.79,174307.2,0.17915794249950076
2024-06-01,2024,6,Midwest US,Beauty & Health,Direct Sales,0.92,0.6735,1.0276,1.01,0.3746,0.5772,0,25619.0,50.87,1303317.92,606260.24,697057.69,130331.79,260663.58,306062.31,1530.61,304531.7,571.43,69910.86,234049.41,0.17957967615453335
2024-06-01,2024,6,West US,Enterprise,Direct Sales,0.92,0.6735,0.9885,1.01,0.0321,0.4848,0,39340.0,39.4,1550086.95,701863.52,848223.43,155008.69,310017.39,383197.35,1530.61,381666.73,571.43,87651.92,293443.38,0.18930769012667323
2024-06-01,2024,6,West US,Pro Plan,Direct Sales,0.92,0.6735,0.9885,1.01,0.0333,0.4851,0,24316.0,62.61,1522413.64,689333.33,833080.31,152241.36,304482.73,376356.22,1530.61,374825.61,571.43,86078.46,288175.72,0.18928871393979366
2024-06-01,2024,6,West US,Apparel,Direct Sales,0.92,0.6735,0.9885,1.01,0.0693,0.4948,0,46933.0,43.29,2031633.01,919902.65,1111730.36,203163.3,406326.6,502240.46,1530.61,500709.85,571.43,115031.84,385106.58,0.1895551893990933
2024-06-01,2024,6,West US,Footwear,Direct Sales,0.92,0.6735,0.9885,1.01,0.3593,0.585,0,43028.0,59.35,2553890.04,1156375.29,1397514.75,255389.0,510778.01,631347.74,1530.61,629817.12,571.43,144726.51,484519.18,0.1897181054827247
2024-06-01,2024,6,West US,Accessories,Direct Sales,0.92,0.6735,0.9885,1.01,0.1362,0.5135,0,18525.0,37.02,685721.97,310487.89,375234.07,68572.2,137144.39,169517.48,1530.61,167986.87,571.43,38505.55,128909.89,0.18799148290377804
2024-06-01,2024,6,West US,Home & Living,Direct Sales,0.92,0.6735,0.9885,1.01,0.0629,0.493,0,22260.0,40.7,906041.56,410246.35,495795.21,90604.16,181208.31,223982.74,1530.61,222452.13,571.43,51032.56,170848.14,0.1885654560923232
2024-06-01,2024,6,West US,Beauty & Health,Direct Sales,0.92,0.6735,0.9885,1.01,0.1076,0.5054,0,22430.0,54.77,1228533.8,556267.54,672266.26,122853.38,245706.76,303706.12,1530.61,302175.51,571.43,69368.94,232235.14,0.18903439205335662
2024-06-01,2024,6,International,Enterprise,Direct Sales,0.92,0.6735,0.8534,1.01,0.2237,0.5472,0,44404.0,36.84,1635805.04,752371.55,883433.49,163580.5,327161.01,392691.98,1530.61,391161.37,571.43,89835.69,300754.26,0.18385703225367248
2024-06-01,2024,6,International,Pro Plan,Direct Sales,0.92,0.6735,0.8534,1.01,0.2697,0.562,0,28173.0,57.69,1625366.99,747570.67,877796.31,162536.7,325073.4,390186.22,1530.61,388655.61,571.43,89259.36,298824.82,0.18385067608638958
2024-06-01,2024,6,International,Apparel,Direct Sales,0.92,0.6735,0.8534,1.01,0.1147,0.5143,0,48783.0,42.37,2066850.28,950626.33,1116223.95,206685.03,413370.06,496168.87,1530.61,494638.26,571.43,113635.37,380431.46,0.18406338556849894
2024-06-01,2024,6,International,Footwear,Direct Sales,0.92,0.6735,0.8534,1.01,0.258,0.5582,0,41060.0,60.92,2501280.7,1150438.09,1350842.61,250128.07,500256.14,600458.4,1530.61,598927.79,571.43,137621.96,460734.4,0.18419939833222237
2024-06-01,2024,6,International,Accessories,Direct Sales,0.92,0.6735,0.8534,1.01,0.275,0.5638,0,20338.0,35.14,714774.99,328753.34,386021.65,71477.5,142955.0,171589.16,1530.61,170058.54,571.43,38982.04,130505.08,0.18258204585473814
2024-06-01,2024,6,International,Home & Living,Direct Sales,0.92,0.6735,0.8534,1.01,0.4256,0.6174,0,27877.0,35.92,1001339.56,460555.73,540783.82,100133.96,200267.91,240381.96,1530.61,238851.34,571.43,54804.38,183475.54,0.18323009229756188
2024-06-01,2024,6,International,Beauty & Health,Direct Sales,0.92,0.6735,0.8534,1.01,0.2109,0.5431,0,24105.0,52.62,1268494.0,583430.65,685063.35,126849.4,253698.8,304515.15,1530.61,302984.54,571.43,69555.02,232858.1,0.18357051747978312
2024-07-01,2024,7,North America,Enterprise,Direct Sales,1.05,0.7743,1.045,1.0117,0.6707,0.8285,0,67232.0,32.29,2170827.19,1016549.49,1154277.71,217082.72,434165.44,503029.55,1530.61,501498.94,571.43,115213.33,385714.18,0.1776807392945912
2024-07-01,2024,7,North America,Pro Plan,Direct Sales,1.05,0.7743,1.045,1.0117,0.1557,0.6026,0,30208.0,61.25,1850298.39,866453.07,983845.32,185029.84,370059.68,428755.81,1530.61,427225.19,571.43,98130.37,328523.4,0.1775515785861977
2024-07-01,2024,7,North America,Apparel,Direct Sales,1.05,0.7743,1.045,1.0117,0.1031,0.5851,0,55500.0,43.53,2415655.23,1131196.94,1284458.29,241565.52,483131.05,559761.72,1530.61,558231.11,571.43,128261.73,429397.95,0.1777563058946951
2024-07-01,2024,7,North America,Footwear,Direct Sales,1.05,0.7743,1.045,1.0117,0.3276,0.6661,0,48995.0,60.95,2986024.7,1398288.12,1587736.58,298602.47,597204.94,691929.17,1530.61,690398.56,571.43,158660.24,531166.89,0.17788429211586895
2024-07-01,2024,7,North America,Accessories,Direct Sales,1.05,0.7743,1.045,1.0117,0.4301,0.709,0,25575.0,34.15,873418.95,409002.43,464416.53,87341.9,174683.79,202390.84,1530.61,200860.23,571.43,46066.42,154222.38,0.17657320121117134
2024-07-01,2024,7,North America,Home & Living,Direct Sales,1.05,0.7743,1.045,1.0117,0.0593,0.571,0,25783.0,41.4,1067423.18,499850.24,567572.94,106742.32,213484.64,247345.99,1530.61,245815.38,571.43,56406.11,188837.84,0.17691000489609005
2024-07-01,2024,7,North America,Beauty & Health,Direct Sales,1.05,0.7743,1.045,1.0117,0.1021,0.5847,0,25952.0,55.74,1446660.54,677438.55,769221.99,144666.05,289332.11,335223.83,1530.61,333693.21,571.43,76618.01,256503.78,0.17730751127005925
2024-07-01,2024,7,Europe,Enterprise,Direct Sales,1.05,0.7743,0.9909,1.0117,0.2246,0.6509,0,52825.0,36.92,1950187.68,894561.32,1055626.36,195018.77,390037.54,470570.05,1530.61,469039.44,571.43,107747.64,360720.37,0.1849670027656005
2024-07-01,2024,7,Europe,Pro Plan,Direct Sales,1.05,0.7743,0.9909,1.0117,0.3576,0.7042,0,35300.0,56.17,1982958.75,909593.58,1073365.17,198295.87,396591.75,478477.54,1530.61,476946.93,571.43,109566.37,366809.14,0.18498072135892893
2024-07-01,2024,7,Europe,Apparel,Direct Sales,1.05,0.7743,0.9909,1.0117,0.0684,0.596,0,56535.0,43.08,2435563.55,1117205.78,1318357.77,243556.35,487112.71,587688.7,1530.61,586158.09,571.43,134684.93,450901.73,0.1851324019034527
2024-07-01,2024,7,Europe,Footwear,Direct Sales,1.05,0.7743,0.9909,1.0117,0.1934,0.6394,0,47030.0,62.35,2932205.67,1345018.13,1587187.55,293220.57,586441.13,707525.84,1530.61,705995.23,571.43,162247.47,543176.33,0.1852449627109547
