date,year,month,Region,Product,Channel,system,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-09-01,2023,9,LATAM,Professional,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.1284,0.2003,0,2433.0,609.03,1481679.01,270430.52,1211248.49,325969.38,518587.65,366691.46,3800.0,362891.46,1680.0,75854.41,285357.05
2023-09-01,2023,9,LATAM,Enterprise,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.2999,0.2082,0,2528.0,576.44,1457437.18,266005.99,1191431.19,320636.18,510103.01,360692.0,3800.0,356892.0,1680.0,74594.52,280617.48
2023-09-01,2023,9,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.279,0.2072,0,2516.0,580.41,1460439.05,266553.88,1193885.17,321296.59,511153.67,361434.91,3800.0,357634.91,1680.0,74750.53,281204.38
2023-09-01,2023,9,LATAM,Professional Services,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.2191,0.2044,0,2482.0,591.79,1468970.59,268111.02,1200859.56,323173.53,514139.7,363546.33,3800.0,359746.33,1680.0,75193.93,282872.4
2023-09-01,2023,9,Divyansh,Starter,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.196,0.2033,0,2469.0,596.19,1472238.73,268707.51,1203531.22,323892.52,515283.56,364355.14,3800.0,360555.14,1680.0,75363.78,283511.36
2023-09-01,2023,9,Divyansh,Professional,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.0305,0.1962,0,2382.0,627.64,1495117.64,272883.29,1222234.36,328925.88,523291.18,370017.3,3800.0,366217.3,1680.0,76552.83,287984.47
2023-09-01,2023,9,Divyansh,Enterprise,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.124,0.2001,0,2431.0,609.87,1482293.84,270542.73,1211751.1,326104.64,518802.84,366843.62,3800.0,363043.62,1680.0,75886.36,285477.26
2023-09-01,2023,9,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.1129,0.1997,0,2425.0,611.97,1483819.32,270821.16,1212998.16,326440.25,519336.76,367221.15,3800.0,363421.15,1680.0,75965.64,285775.51
2023-09-01,2023,9,Divyansh,Professional Services,Direct Sales,protocol,1.0,0.835,0.9968,1.0304,0.0823,0.1983,0,2409.0,617.79,1488041.4,271591.76,1216449.64,327369.11,520814.49,368266.04,3800.0,364466.04,1680.0,76185.07,286600.98
2023-10-01,2023,10,North America,Starter,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1143,0.1902,0,2309.0,612.31,1413953.69,258468.67,1155485.02,311069.81,494883.79,349531.42,3800.0,345731.42,1680.0,72250.8,271800.62
2023-10-01,2023,10,North America,Professional,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1379,0.1911,0,2321.0,607.83,1410838.12,257899.15,1152938.97,310384.39,493793.34,348761.25,3800.0,344961.25,1680.0,72089.06,271192.18
2023-10-01,2023,10,North America,Enterprise,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0575,0.1878,0,2281.0,623.11,1421389.14,259827.86,1161561.29,312705.61,497486.2,351369.47,3800.0,347569.47,1680.0,72636.79,273252.68
2023-10-01,2023,10,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.045,0.1873,0,2275.0,625.49,1423017.79,260125.57,1162892.22,313063.91,498056.23,351772.08,3800.0,347972.08,1680.0,72721.34,273570.74
2023-10-01,2023,10,North America,Professional Services,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1846,0.1931,0,2345.0,598.94,1404620.21,256762.52,1147857.69,309016.45,491617.07,347224.17,3800.0,343424.17,1680.0,71766.28,269977.89
2023-10-01,2023,10,EMEA,Starter,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0592,0.1879,0,2282.0,622.79,1421169.87,259787.77,1161382.1,312657.37,497409.45,351315.27,3800.0,347515.27,1680.0,72625.41,273209.86
2023-10-01,2023,10,EMEA,Professional,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1818,0.193,0,2344.0,599.48,1404998.54,256831.68,1148166.86,309099.68,491749.49,347317.69,3800.0,343517.69,1680.0,71785.92,270051.78
2023-10-01,2023,10,EMEA,Enterprise,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1327,0.1909,0,2319.0,608.81,1411521.7,258024.1,1153497.59,310534.77,494032.59,348930.23,3800.0,345130.23,1680.0,72124.55,271325.68
2023-10-01,2023,10,EMEA,Add-ons & Extensions,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.197,0.1937,0,2352.0,596.57,1402951.54,256457.49,1146494.05,308649.34,491033.04,346811.67,3800.0,343011.67,1680.0,71679.65,269652.02
2023-10-01,2023,10,EMEA,Professional Services,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1339,0.191,0,2319.0,608.58,1411361.44,257994.81,1153366.63,310499.52,493976.5,348890.61,3800.0,345090.61,1680.0,72116.23,271294.38
2023-10-01,2023,10,APAC,Starter,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.2127,0.1943,0,2360.0,593.59,1400845.15,256072.45,1144772.71,308185.93,490295.8,346290.97,3800.0,342490.97,1680.0,71570.3,269240.67
2023-10-01,2023,10,APAC,Professional,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0765,0.1886,0,2290.0,619.51,1418917.98,259376.13,1159541.85,312161.96,496621.29,350758.6,3800.0,346958.6,1680.0,72508.51,272770.09
2023-10-01,2023,10,APAC,Enterprise,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0767,0.1886,0,2291.0,619.47,1418889.55,259370.93,1159518.61,312155.7,496611.34,350751.57,3800.0,346951.57,1680.0,72507.03,272764.54
2023-10-01,2023,10,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1279,0.1907,0,2316.0,609.72,1412153.19,258139.54,1154013.65,310673.7,494253.62,349086.33,3800.0,345286.33,1680.0,72157.33,271449.0
2023-10-01,2023,10,APAC,Professional Services,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.4143,0.2036,0,2473.0,555.24,1373056.06,250992.64,1122063.42,302072.33,480569.62,339421.46,3800.0,335621.46,1680.0,70127.71,263813.76
2023-10-01,2023,10,LATAM,Starter,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0179,0.1863,0,2262.0,630.66,1426530.63,260767.71,1165762.92,313836.74,499285.72,352640.46,3800.0,348840.46,1680.0,72903.7,274256.76
2023-10-01,2023,10,LATAM,Professional,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.3688,0.2014,0,2446.0,563.9,1379441.74,252159.93,1127281.81,303477.18,482804.61,341000.02,3800.0,337200.02,1680.0,70459.2,265060.81
2023-10-01,2023,10,LATAM,Enterprise,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0909,0.1892,0,2298.0,616.75,1417023.49,259029.82,1157993.67,311745.17,495958.22,350290.28,3800.0,346490.28,1680.0,72410.16,272400.12
2023-10-01,2023,10,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.356,0.2008,0,2439.0,566.34,1381229.07,252486.66,1128742.42,303870.4,483430.18,341441.85,3800.0,337641.85,1680.0,70551.99,265409.86
2023-10-01,2023,10,LATAM,Professional Services,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.323,0.1993,0,2420.0,572.6,1385796.77,253321.62,1132475.14,304875.29,485028.87,342570.99,3800.0,338770.99,1680.0,70789.11,266301.88
2023-10-01,2023,10,Divyansh,Starter,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1669,0.1924,0,2336.0,602.31,1406981.88,257194.23,1149787.65,309536.01,492443.66,347807.98,3800.0,344007.98,1680.0,71888.88,270439.1
2023-10-01,2023,10,Divyansh,Professional,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0615,0.188,0,2283.0,622.35,1420870.11,259732.98,1161137.13,312591.42,497304.54,351241.17,3800.0,347441.17,1680.0,72609.85,273151.32
2023-10-01,2023,10,Divyansh,Enterprise,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.0522,0.1876,0,2279.0,624.11,1422075.26,259953.28,1162121.98,312856.56,497726.34,351539.08,3800.0,347739.08,1680.0,72672.41,273386.68
2023-10-01,2023,10,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.2011,0.1938,0,2354.0,595.81,1402411.76,256358.82,1146052.94,308530.59,490844.12,346678.24,3800.0,342878.24,1680.0,71651.63,269546.61
2023-10-01,2023,10,Divyansh,Professional Services,Direct Sales,protocol,1.0,0.7483,0.9998,1.0338,0.1598,0.1921,0,2332.0,603.66,1407932.92,257368.08,1150564.84,309745.24,492776.52,348043.08,3800.0,344243.08,1680.0,71938.25,270624.83
2023-11-01,2023,11,North America,Starter,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0484,0.2081,0,2527.0,626.06,1582046.85,290364.35,1291682.5,348050.31,553716.4,389915.8,3800.0,386115.8,1680.0,80731.52,303704.28
2023-11-01,2023,11,North America,Professional,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1682,0.2136,0,2594.0,603.23,1564510.95,287145.86,1277365.09,344192.41,547578.83,385593.85,3800.0,381793.85,1680.0,79823.91,300289.94
2023-11-01,2023,11,North America,Enterprise,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0587,0.2085,0,2533.0,624.09,1580550.42,290089.7,1290460.72,347721.09,553192.65,389546.98,3800.0,385746.98,1680.0,80654.07,303412.92
2023-11-01,2023,11,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1086,0.2108,0,2560.0,614.59,1573293.58,288757.8,1284535.78,346124.59,550652.75,387758.44,3800.0,383958.44,1680.0,80278.47,301999.97
2023-11-01,2023,11,North America,Professional Services,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.223,0.2162,0,2625.0,592.77,1556324.79,285643.39,1270681.39,342391.45,544713.68,383576.26,3800.0,379776.26,1680.0,79400.22,298696.05
2023-11-01,2023,11,EMEA,Starter,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0432,0.2079,0,2524.0,627.04,1582786.51,290500.1,1292286.41,348213.03,553975.28,390098.1,3800.0,386298.1,1680.0,80769.8,303848.3
2023-11-01,2023,11,EMEA,Professional,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.091,0.21,0,2550.0,617.94,1575860.64,289228.95,1286631.69,346689.34,551551.23,388391.13,3800.0,384591.13,1680.0,80411.34,302499.79
2023-11-01,2023,11,EMEA,Enterprise,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1478,0.2126,0,2582.0,607.11,1567525.98,287699.23,1279826.75,344855.72,548634.09,386336.94,3800.0,382536.94,1680.0,79979.96,300876.98
2023-11-01,2023,11,EMEA,Add-ons & Extensions,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.2879,0.2194,0,2665.0,580.41,1546517.3,283843.36,1262673.95,340233.81,541281.06,381159.08,3800.0,377359.08,1680.0,78892.61,296786.48
2023-11-01,2023,11,EMEA,Professional Services,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1992,0.215,0,2612.0,597.32,1559894.73,286298.61,1273596.12,343176.84,545963.16,384456.12,3800.0,380656.12,1680.0,79584.99,299391.14
2023-11-01,2023,11,APAC,Starter,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0756,0.2093,0,2542.0,620.88,1578103.75,289640.64,1288463.11,347182.82,552336.31,388943.97,3800.0,385143.97,1680.0,80527.43,302936.54
2023-11-01,2023,11,APAC,Professional,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1603,0.2132,0,2589.0,604.73,1565680.51,287360.52,1278319.99,344449.71,547988.18,385882.1,3800.0,382082.1,1680.0,79884.44,300517.66
2023-11-01,2023,11,APAC,Enterprise,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.2088,0.2155,0,2617.0,595.49,1558457.75,286034.87,1272422.88,342860.71,545460.21,384101.96,3800.0,380301.96,1680.0,79510.61,299111.35
2023-11-01,2023,11,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0823,0.2096,0,2545.0,619.59,1577124.71,289460.95,1287663.76,346967.44,551993.65,388702.67,3800.0,384902.67,1680.0,80476.76,302745.91
2023-11-01,2023,11,APAC,Professional Services,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1658,0.2135,0,2592.0,603.67,1564856.1,287209.21,1277646.9,344268.34,547699.64,385678.92,3800.0,381878.92,1680.0,79841.77,300357.14
2023-11-01,2023,11,LATAM,Starter,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.3251,0.2213,0,2688.0,573.31,1540818.64,282797.44,1258021.2,338980.1,539286.52,379754.57,3800.0,375954.57,1680.0,78597.66,295676.91
2023-11-01,2023,11,LATAM,Professional,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0999,0.2104,0,2555.0,616.25,1574564.74,288991.1,1285573.63,346404.24,551097.66,388071.73,3800.0,384271.73,1680.0,80344.26,302247.47
2023-11-01,2023,11,LATAM,Enterprise,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.3367,0.2219,0,2695.0,571.11,1539036.45,282470.34,1256566.11,338588.02,538662.76,379315.33,3800.0,375515.33,1680.0,78505.42,295329.91
2023-11-01,2023,11,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.368,0.2235,0,2715.0,565.14,1534197.94,281582.3,1252615.64,337523.55,536969.28,378122.82,3800.0,374322.82,1680.0,78254.99,294387.83
2023-11-01,2023,11,LATAM,Professional Services,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0981,0.2103,0,2554.0,616.59,1574826.75,289039.19,1285787.56,346461.89,551189.36,388136.31,3800.0,384336.31,1680.0,80357.83,302298.49
2023-11-01,2023,11,Divyansh,Starter,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1006,0.2104,0,2556.0,616.1,1574453.5,288970.69,1285482.82,346379.77,551058.73,388044.32,3800.0,384244.32,1680.0,80338.51,302225.81
2023-11-01,2023,11,Divyansh,Professional,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.343,0.2222,0,2699.0,569.92,1538075.51,282293.97,1255781.54,338376.61,538326.43,379078.49,3800.0,375278.49,1680.0,78455.68,295142.81
2023-11-01,2023,11,Divyansh,Enterprise,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.1266,0.2116,0,2570.0,611.15,1570647.29,288272.11,1282375.19,345542.4,549726.55,387106.23,3800.0,383306.23,1680.0,80141.51,301484.72
2023-11-01,2023,11,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0596,0.2086,0,2533.0,623.93,1580426.72,290066.99,1290359.73,347693.88,553149.35,389516.5,3800.0,385716.5,1680.0,80647.66,303388.83
2023-11-01,2023,11,Divyansh,Professional Services,Direct Sales,protocol,1.0,0.9431,1.0124,1.0373,0.0644,0.2088,0,2536.0,623.02,1579732.3,289939.54,1289792.76,347541.11,552906.31,389345.35,3800.0,385545.35,1680.0,80611.72,303253.62
2023-12-01,2023,12,North America,Starter,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.4389,0.2425,0,2945.0,552.2,1626198.56,299113.35,1327085.21,357763.68,569169.5,400152.03,3800.0,396352.03,1680.0,82881.13,311790.91
2023-12-01,2023,12,North America,Professional,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.04,0.2216,0,2691.0,628.29,1690414.49,310924.85,1379489.64,371891.19,591645.07,415953.38,3800.0,412153.38,1680.0,86199.41,324273.97
2023-12-01,2023,12,North America,Enterprise,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.04,0.2216,0,2691.0,628.29,1690416.75,310925.26,1379491.48,371891.68,591645.86,415953.94,3800.0,412153.94,1680.0,86199.53,324274.41
2023-12-01,2023,12,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.1805,0.2284,0,2774.0,601.48,1668444.36,306883.79,1361560.57,367057.76,583955.53,410547.28,3800.0,406747.28,1680.0,85064.13,320003.15
2023-12-01,2023,12,North America,Professional Services,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.3709,0.2386,0,2897.0,565.17,1637566.73,301204.34,1336362.39,360264.68,573148.35,402949.35,3800.0,399149.35,1680.0,83468.56,314000.79
2023-12-01,2023,12,EMEA,Starter,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.2307,0.231,0,2805.0,591.9,1660431.65,305409.98,1355021.67,365294.96,581151.08,408575.63,3800.0,404775.63,1680.0,84650.08,318445.55
2023-12-01,2023,12,EMEA,Professional,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.2513,0.2321,0,2818.0,587.98,1657121.8,304801.19,1352320.61,364566.8,579992.63,407761.19,3800.0,403961.19,1680.0,84479.05,317802.14
2023-12-01,2023,12,EMEA,Enterprise,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.5144,0.247,0,3000.0,537.79,1613352.93,296750.6,1316602.33,354937.65,564673.53,396991.16,3800.0,393191.16,1680.0,82217.34,309293.82
2023-12-01,2023,12,EMEA,Add-ons & Extensions,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.0909,0.224,0,2720.0,618.58,1682533.56,309475.28,1373058.28,370157.38,588886.75,414014.15,3800.0,410214.15,1680.0,85792.17,322741.98
2023-12-01,2023,12,EMEA,Professional Services,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.2055,0.2297,0,2789.0,596.72,1664474.99,306153.69,1358321.3,366184.5,582566.25,409570.56,3800.0,405770.56,1680.0,84859.02,319231.54
2023-12-01,2023,12,APAC,Starter,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.0828,0.2236,0,2715.0,620.12,1683788.46,309706.09,1374082.36,370433.46,589325.96,414322.94,3800.0,410522.94,1680.0,85857.02,322985.92
2023-12-01,2023,12,APAC,Professional,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.1595,0.2274,0,2761.0,605.48,1671767.55,307495.04,1364272.51,367788.86,585118.64,411365.01,3800.0,407565.01,1680.0,85235.85,320649.15
2023-12-01,2023,12,APAC,Enterprise,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.1304,0.2259,0,2743.0,611.05,1676363.91,308340.47,1368023.44,368800.06,586727.37,412496.01,3800.0,408696.01,1680.0,85473.36,321542.65
2023-12-01,2023,12,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.2542,0.2322,0,2820.0,587.43,1656659.65,304716.18,1351943.47,364465.12,579830.88,407647.47,3800.0,403847.47,1680.0,84455.17,317712.3
2023-12-01,2023,12,APAC,Professional Services,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.2391,0.2314,0,2811.0,590.3,1659080.02,305161.37,1353918.65,364997.61,580678.01,408243.04,3800.0,404443.04,1680.0,84580.24,318182.8
2023-12-01,2023,12,LATAM,Starter,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.0991,0.2244,0,2725.0,617.02,1681260.31,309241.08,1372019.23,369877.27,588441.11,413700.85,3800.0,409900.85,1680.0,85726.38,322494.47
2023-12-01,2023,12,LATAM,Professional,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.0702,0.223,0,2708.0,622.53,1685755.38,310067.88,1375687.5,370866.18,590014.38,414806.93,3800.0,411006.93,1680.0,85958.66,323368.28
2023-12-01,2023,12,LATAM,Enterprise,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.0822,0.2236,0,2715.0,620.23,1683880.08,309722.95,1374157.13,370453.62,589358.03,414345.49,3800.0,410545.49,1680.0,85861.75,323003.74
2023-12-01,2023,12,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.4676,0.2442,0,2966.0,546.71,1621338.46,298219.41,1323119.05,356694.46,567468.46,398956.13,3800.0,395156.13,1680.0,82629.99,310846.14
2023-12-01,2023,12,LATAM,Professional Services,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.12,0.2254,0,2737.0,613.03,1677997.41,308640.92,1369356.49,369159.43,587299.09,412897.96,3800.0,409097.96,1680.0,85557.77,321860.19
2023-12-01,2023,12,Divyansh,Starter,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.0579,0.2224,0,2701.0,624.86,1687646.55,310415.73,1377230.82,371282.24,590676.29,415272.29,3800.0,411472.29,1680.0,86056.38,323735.91
2023-12-01,2023,12,Divyansh,Professional,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.3449,0.2371,0,2880.0,570.13,1641866.37,301995.19,1339871.18,361210.6,574653.23,404007.35,3800.0,400207.35,1680.0,83690.74,314836.6
2023-12-01,2023,12,Divyansh,Enterprise,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.1147,0.2251,0,2734.0,614.03,1678815.03,308791.31,1370023.72,369339.31,587585.26,413099.15,3800.0,409299.15,1680.0,85600.02,322019.13
2023-12-01,2023,12,Divyansh,Add-ons & Extensions,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.1235,0.2256,0,2739.0,612.36,1677445.99,308539.5,1368906.49,369038.12,587106.1,412762.28,3800.0,408962.28,1680.0,85529.28,321753.0
2023-12-01,2023,12,Divyansh,Professional Services,Direct Sales,protocol,1.0,1.074,1.0155,1.0407,0.1356,0.2262,0,2747.0,610.04,1675537.87,308188.53,1367349.34,368618.33,586438.25,412292.75,3800.0,408492.75,1680.0,85430.68,321382.08
2024-01-01,2024,1,North America,Starter,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.221,0.2293,0,2784.0,594.75,1655930.04,305650.44,1350279.6,364304.61,579575.52,406399.48,3800.0,402599.48,1680.0,84193.09,316726.39
2024-01-01,2024,1,North America,Professional,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.3309,0.2351,0,2855.0,573.75,1638174.59,302373.15,1335801.44,360398.41,573361.11,402041.92,3800.0,398241.92,1680.0,83278.0,313283.92
2024-01-01,2024,1,North America,Enterprise,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.1148,0.224,0,2720.0,615.05,1672686.42,308743.32,1363943.1,367991.01,585440.25,410511.84,3800.0,406711.84,1680.0,85056.69,319975.15
2024-01-01,2024,1,North America,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.3119,0.2341,0,2843.0,577.38,1641274.78,302945.38,1338329.4,361080.45,574446.17,402802.77,3800.0,399002.77,1680.0,83437.78,313884.99
2024-01-01,2024,1,North America,Professional Services,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.2584,0.2312,0,2808.0,587.61,1649946.97,304546.09,1345400.88,362988.33,577481.44,404931.11,3800.0,401131.11,1680.0,83884.73,315566.37
2024-01-01,2024,1,EMEA,Starter,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.1385,0.2251,0,2734.0,610.52,1668985.09,308060.13,1360924.95,367176.72,584144.78,409603.45,3800.0,405803.45,1680.0,84865.93,319257.53
2024-01-01,2024,1,EMEA,Professional,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.2692,0.2318,0,2815.0,585.54,1648195.47,304222.8,1343972.67,362603.0,576868.42,404501.25,3800.0,400701.25,1680.0,83794.46,315226.79
2024-01-01,2024,1,EMEA,Enterprise,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.3352,0.2354,0,2858.0,572.93,1637467.62,302242.66,1335224.96,360242.88,573113.67,401868.42,3800.0,398068.42,1680.0,83241.57,313146.85
2024-01-01,2024,1,EMEA,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.1796,0.2272,0,2759.0,602.67,1662519.03,306866.63,1355652.4,365754.19,581881.66,408016.55,3800.0,404216.55,1680.0,84532.68,318003.88
2024-01-01,2024,1,EMEA,Professional Services,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.5179,0.2459,0,2987.0,538.01,1606868.05,296594.61,1310273.44,353510.97,562403.82,394358.65,3800.0,390558.65,1680.0,81664.52,307214.13
2024-01-01,2024,1,APAC,Starter,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.3615,0.2368,0,2876.0,567.9,1633140.55,301443.97,1331696.58,359290.92,571599.19,400806.46,3800.0,397006.46,1680.0,83018.56,312307.91
2024-01-01,2024,1,APAC,Professional,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.2493,0.2307,0,2802.0,589.34,1651400.74,304814.43,1346586.31,363308.16,577990.26,405287.89,3800.0,401487.89,1680.0,83959.66,315848.23
2024-01-01,2024,1,APAC,Enterprise,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.3788,0.2378,0,2888.0,564.6,1630290.03,300917.83,1329372.21,358663.81,570601.51,400106.89,3800.0,396306.89,1680.0,82871.65,311755.24
2024-01-01,2024,1,APAC,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.3746,0.2375,0,2885.0,565.39,1630974.61,301044.18,1329930.42,358814.41,570841.11,400274.9,3800.0,396474.9,1680.0,82906.93,311887.97
2024-01-01,2024,1,APAC,Professional Services,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.0321,0.22,0,2672.0,630.85,1685469.65,311102.84,1374366.81,370803.32,589914.38,413649.11,3800.0,409849.11,1680.0,85715.51,322453.6
2024-01-01,2024,1,LATAM,Starter,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.0333,0.2201,0,2672.0,630.61,1685276.49,311067.19,1374209.3,370760.83,589846.77,413601.7,3800.0,409801.7,1680.0,85705.56,322416.14
2024-01-01,2024,1,LATAM,Professional,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.0693,0.2218,0,2693.0,623.74,1679743.71,310045.95,1369697.76,369543.62,587910.3,412243.84,3800.0,408443.84,1680.0,85420.41,321343.44
2024-01-01,2024,1,LATAM,Enterprise,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.3593,0.2367,0,2874.0,568.32,1633505.7,301511.37,1331994.33,359371.25,571727.0,400896.08,3800.0,397096.08,1680.0,83037.38,312378.7
2024-01-01,2024,1,LATAM,Add-ons & Extensions,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.1362,0.225,0,2732.0,610.95,1669340.69,308125.77,1361214.92,367254.95,584269.24,409690.73,3800.0,405890.73,1680.0,84884.25,319326.47
2024-01-01,2024,1,LATAM,Professional Services,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.0629,0.2215,0,2689.0,624.96,1680728.87,310227.79,1370501.08,369760.35,588255.11,412485.62,3800.0,408685.62,1680.0,85471.18,321534.44
2024-01-01,2024,1,Divyansh,Starter,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.1076,0.2236,0,2715.0,616.42,1673803.73,308949.55,1364854.18,368236.82,585831.31,410786.05,3800.0,406986.05,1680.0,85114.27,320191.78
2024-01-01,2024,1,Divyansh,Professional,Direct Sales,protocol,1.0,1.0654,1.0254,1.0442,0.2237,0.2294,0,2786.0,594.23,1655500.23,305571.11,1349929.12,364210.05,579425.08,406293.99,3800.0,402493.99,1680.0,84170.94,316643.05
