date,year,month,product,region,scenario,channel,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-04-01,2023,4,Baby & Child,Middle East & Africa,Pessimistic,Convenience,1.0,1.157,0.2728,1.0134,0.2248,0.8776,0,130531.0,7.46,974393.55,513336.92,461056.63,77951.48,116927.23,266177.92,75.0,266102.92,30.0,66518.23,199554.69
2023-04-01,2023,4,Baby & Child,Middle East & Africa,Stress Test,Grocery,1.0,1.157,0.2728,1.0134,0.1579,0.9348,0,139033.0,6.04,840412.35,442752.0,397660.35,67232.99,100849.48,229577.88,75.0,229502.88,30.0,57368.22,172104.66
2023-04-01,2023,4,Baby & Child,Middle East & Africa,Stress Test,Mass Retail,1.0,1.157,0.2728,1.0134,0.0847,0.9054,0,134668.0,6.18,832788.05,438735.31,394052.74,66623.04,99934.57,227495.13,75.0,227420.13,30.0,56847.53,170542.6
2023-04-01,2023,4,Baby & Child,Middle East & Africa,Stress Test,Club,1.0,1.157,0.2728,1.0134,0.3192,1.0,1,148736.0,5.74,853404.59,449596.66,403807.93,68272.37,102408.55,233127.01,75.0,233052.01,30.0,58255.5,174766.51
2023-04-01,2023,4,Baby & Child,Middle East & Africa,Stress Test,E-Commerce,1.0,1.157,0.2728,1.0134,0.2681,0.9821,1,146078.0,5.84,852365.54,449049.26,403316.28,68189.24,102283.87,232843.17,75.0,232768.17,30.0,58184.54,174553.63
2023-04-01,2023,4,Baby & Child,Middle East & Africa,Stress Test,Drug,1.0,1.157,0.2728,1.0134,0.5593,1.0,1,148736.0,5.28,785409.22,413774.86,371634.36,62832.74,94249.11,214552.52,75.0,214477.52,30.0,53611.88,160835.64
2023-04-01,2023,4,Baby & Child,Middle East & Africa,Stress Test,Convenience,1.0,1.157,0.2728,1.0134,0.426,1.0,1,148736.0,5.53,823168.19,433667.3,389500.88,65853.46,98780.18,224867.25,75.0,224792.25,30.0,56190.56,168571.68
2023-05-01,2023,5,Snacks,North America,Base,Grocery,1.0,0.8251,1.0072,1.0168,0.019,0.6679,0,85977.0,11.69,1005248.97,532772.85,472476.12,80419.92,120629.88,271426.33,75.0,271351.33,30.0,67830.33,203491.0
2023-05-01,2023,5,Snacks,North America,Base,Mass Retail,1.0,0.8251,1.0072,1.0168,0.2872,0.7516,0,96758.0,10.75,1039759.7,551063.22,488696.48,83180.78,124771.16,280744.54,75.0,280669.54,30.0,70159.88,210479.65
2023-05-01,2023,5,Snacks,North America,Base,Club,1.0,0.8251,1.0072,1.0168,0.1735,0.7141,0,91920.0,11.15,1024632.4,543045.89,481586.51,81970.59,122955.89,276660.03,75.0,276585.03,30.0,69138.76,207416.27
2023-05-01,2023,5,Snacks,North America,Base,E-Commerce,1.0,0.8251,1.0072,1.0168,0.0333,0.672,0,86501.0,11.64,1006997.32,533699.45,473297.86,80559.79,120839.68,271898.4,75.0,271823.4,30.0,67948.35,203845.05
2023-05-01,2023,5,Snacks,North America,Base,Drug,1.0,0.8251,1.0072,1.0168,0.1058,0.6932,0,89233.0,11.39,1015984.02,538462.32,477521.69,81278.72,121918.08,274324.89,75.0,274249.89,30.0,68554.97,205664.92
2023-05-01,2023,5,Snacks,North America,Base,Convenience,1.0,0.8251,1.0072,1.0168,0.1711,0.7133,0,91821.0,11.16,1024316.44,542878.43,481438.01,81945.31,122917.97,276574.72,75.0,276499.72,30.0,69117.43,207352.29
2023-05-01,2023,5,Snacks,North America,Optimistic,Grocery,1.0,0.8251,1.0072,1.0168,0.4311,0.7606,0,97911.0,11.77,1152811.6,610979.7,541831.9,92224.93,138337.39,311269.58,75.0,311194.58,30.0,77791.14,233373.43
2023-05-01,2023,5,Snacks,North America,Optimistic,Mass Retail,1.0,0.8251,1.0072,1.0168,0.1557,0.67,0,86243.0,12.89,1111763.56,589224.62,522538.95,88941.09,133411.63,300186.24,75.0,300111.24,30.0,75020.31,225060.93
2023-05-01,2023,5,Snacks,North America,Optimistic,Club,1.0,0.8251,1.0072,1.0168,0.1032,0.6548,0,84287.0,13.1,1104500.49,585375.25,519125.24,88360.04,132540.06,298225.14,75.0,298150.14,30.0,74530.03,223590.1
2023-05-01,2023,5,Snacks,North America,Optimistic,E-Commerce,1.0,0.8251,1.0072,1.0168,0.0368,0.6364,0,81920.0,13.37,1095549.37,580631.24,514918.13,87643.95,131465.92,295808.26,75.0,295733.26,30.0,73925.81,221777.44
2023-05-01,2023,5,Snacks,North America,Optimistic,Drug,1.0,0.8251,1.0072,1.0168,0.0699,0.6454,0,83086.0,13.24,1099980.69,582979.8,517000.89,87998.45,131997.68,297004.75,75.0,296929.75,30.0,74224.94,222674.81
2023-05-01,2023,5,Snacks,North America,Optimistic,Convenience,1.0,0.8251,1.0072,1.0168,0.1692,0.674,0,86758.0,12.84,1113655.68,590227.42,523428.26,89092.45,133638.68,300697.12,75.0,300622.12,30.0,75148.03,225444.09
2023-05-01,2023,5,Snacks,North America,Pessimistic,Grocery,1.0,0.8251,1.0072,1.0168,0.246,0.7986,0,102800.0,8.93,918092.36,486580.63,431511.73,73447.39,110171.08,247893.26,75.0,247818.26,30.0,61947.06,185841.19
2023-05-01,2023,5,Snacks,North America,Pessimistic,Mass Retail,1.0,0.8251,1.0072,1.0168,0.0568,0.7348,0,94588.0,9.48,896512.53,475143.52,421369.01,71721.0,107581.5,242066.51,75.0,241991.51,30.0,60490.38,181471.13
2023-05-01,2023,5,Snacks,North America,Pessimistic,Club,1.0,0.8251,1.0072,1.0168,0.1853,0.7771,0,100036.0,9.11,910970.8,482806.27,428164.53,72877.66,109316.5,245970.37,75.0,245895.37,30.0,61466.34,184399.03
2023-05-01,2023,5,Snacks,North America,Pessimistic,E-Commerce,1.0,0.8251,1.0072,1.0168,0.2965,0.8172,0,105202.0,8.78,924171.44,489802.49,434368.95,73933.72,110900.57,249534.66,75.0,249459.66,30.0,62357.42,187072.25
2023-05-01,2023,5,Snacks,North America,Pessimistic,Drug,1.0,0.8251,1.0072,1.0168,0.0611,0.7361,0,94763.0,9.47,896986.1,475394.5,421591.59,71758.89,107638.33,242194.37,75.0,242119.37,30.0,60522.34,181567.03
2023-05-01,2023,5,Snacks,North America,Pessimistic,Convenience,1.0,0.8251,1.0072,1.0168,0.2633,0.8049,0,103612.0,8.88,920158.34,487675.58,432482.76,73612.67,110419.0,248451.09,75.0,248376.09,30.0,62086.52,186259.57
2023-05-01,2023,5,Snacks,North America,Stress Test,Grocery,1.0,0.8251,1.0072,1.0168,0.1989,0.858,0,110449.0,7.19,793816.22,420715.41,373100.82,63505.3,95257.95,214337.57,75.0,214262.57,30.0,53558.14,160674.43
2023-05-01,2023,5,Snacks,North America,Stress Test,Mass Retail,1.0,0.8251,1.0072,1.0168,0.1585,0.8427,0,108486.0,7.28,789760.47,418565.89,371194.58,63180.84,94771.26,213242.48,75.0,213167.48,30.0,53284.37,159853.11
2023-05-01,2023,5,Snacks,North America,Stress Test,Club,1.0,0.8251,1.0072,1.0168,0.1215,0.8292,0,106741.0,7.36,786110.08,416631.22,369478.86,62888.81,94333.21,212256.84,75.0,212181.84,30.0,53037.96,159113.88
2023-05-01,2023,5,Snacks,North America,Stress Test,E-Commerce,1.0,0.8251,1.0072,1.0168,0.1227,0.8296,0,106793.0,7.36,786219.25,416689.08,369530.17,62897.54,94346.31,212286.32,75.0,212211.32,30.0,53045.33,159135.99
2023-05-01,2023,5,Snacks,North America,Stress Test,Drug,1.0,0.8251,1.0072,1.0168,0.3565,0.9222,0,118721.0,6.83,810367.6,429487.48,380880.11,64829.41,97244.11,218806.59,75.0,218731.59,30.0,54675.4,164026.19
2023-05-01,2023,5,Snacks,North America,Stress Test,Convenience,1.0,0.8251,1.0072,1.0168,0.2326,0.871,0,112129.0,7.11,797249.14,422534.82,374714.32,63779.93,95669.9,215264.49,75.0,215189.49,30.0,53789.87,161369.62
2023-05-01,2023,5,Snacks,Europe,Base,Grocery,1.0,0.8251,1.0827,1.0168,0.4498,0.8177,0,105261.0,10.12,1065083.33,562755.39,502327.94,85206.67,127810.0,289311.28,75.0,289236.28,30.0,72301.57,216904.71
2023-05-01,2023,5,Snacks,Europe,Base,Mass Retail,1.0,0.8251,1.0827,1.0168,0.2368,0.74,0,95266.0,10.87,1035151.05,546940.15,488210.91,82812.08,124218.13,281180.7,75.0,281105.7,30.0,70268.92,210806.77
2023-05-01,2023,5,Snacks,Europe,Base,Club,1.0,0.8251,1.0827,1.0168,0.0735,0.6887,0,88655.0,11.44,1014097.18,535815.96,478281.22,81127.77,121691.66,275461.78,75.0,275386.78,30.0,68839.19,206517.58
2023-05-01,2023,5,Snacks,Europe,Base,E-Commerce,1.0,0.8251,1.0827,1.0168,0.3491,0.7793,0,100323.0,10.47,1050563.43,555083.54,495479.88,84045.07,126067.61,285367.2,75.0,285292.2,30.0,71315.55,213946.65
2023-05-01,2023,5,Snacks,Europe,Base,Drug,1.0,0.8251,1.0827,1.0168,0.254,0.7458,0,96012.0,10.81,1037461.63,548160.98,489300.65,82996.93,124495.4,281808.33,75.0,281733.33,30.0,70425.83,211277.49
2023-05-01,2023,5,Snacks,Europe,Base,Convenience,1.0,0.8251,1.0827,1.0168,0.4263,0.8085,0,104072.0,10.2,1061632.92,560932.3,500700.62,84930.63,127395.95,288374.03,75.0,288299.03,30.0,72067.26,216201.78
2023-05-01,2023,5,Snacks,Europe,Optimistic,Grocery,1.0,0.8251,1.0827,1.0168,0.2072,0.6905,0,88894.0,12.62,1121424.3,592524.12,528900.18,89713.94,134570.92,304615.32,75.0,304540.32,30.0,76127.58,228382.74
2023-05-01,2023,5,Snacks,Europe,Optimistic,Mass Retail,1.0,0.8251,1.0827,1.0168,0.43,0.7659,0,98590.0,11.72,1155089.81,610311.88,544777.93,92407.18,138610.78,313759.97,75.0,313684.97,30.0,78413.74,235241.22
2023-05-01,2023,5,Snacks,Europe,Optimistic,Club,1.0,0.8251,1.0827,1.0168,0.1117,0.6621,0,85227.0,13.0,1108006.18,585434.43,522571.76,88640.49,132960.74,300970.52,75.0,300895.52,30.0,75216.38,225649.14
2023-05-01,2023,5,Snacks,Europe,Optimistic,E-Commerce,1.0,0.8251,1.0827,1.0168,0.107,0.6607,0,85056.0,13.02,1107370.63,585098.62,522272.01,88589.65,132884.48,300797.88,75.0,300722.88,30.0,75173.22,225519.66
2023-05-01,2023,5,Snacks,Europe,Optimistic,Drug,1.0,0.8251,1.0827,1.0168,0.2518,0.7046,0,90701.0,12.44,1127890.76,595940.79,531949.97,90231.26,135346.89,306371.82,75.0,306296.82,30.0,76566.7,229700.11
2023-05-01,2023,5,Snacks,Europe,Optimistic,Convenience,1.0,0.8251,1.0827,1.0168,0.1267,0.6664,0,85787.0,12.94,1110080.09,586530.21,523549.88,88806.41,133209.61,301533.86,75.0,301458.86,30.0,75357.22,226071.65
2023-05-01,2023,5,Snacks,Europe,Pessimistic,Grocery,1.0,0.8251,1.0827,1.0168,0.3669,0.8508,0,109523.0,8.54,934862.48,493950.92,440911.55,74789.0,112183.5,253939.06,75.0,253864.06,30.0,63458.51,190375.54
2023-05-01,2023,5,Snacks,Europe,Pessimistic,Mass Retail,1.0,0.8251,1.0827,1.0168,0.0718,0.745,0,95907.0,9.38,900067.73,475566.51,424501.22,72005.42,108008.13,244487.67,75.0,244412.67,30.0,61095.67,183287.01
2023-05-01,2023,5,Snacks,Europe,Pessimistic,Club,1.0,0.8251,1.0827,1.0168,0.0654,0.743,0,95645.0,9.4,899364.42,475194.91,424169.52,71949.15,107923.73,244296.63,75.0,244221.63,30.0,61047.91,183143.72
2023-05-01,2023,5,Snacks,Europe,Pessimistic,E-Commerce,1.0,0.8251,1.0827,1.0168,0.1401,0.7674,0,98793.0,9.19,907724.35,479612.02,428112.33,72617.95,108926.92,246567.46,75.0,246492.46,30.0,61615.62,184846.85
2023-05-01,2023,5,Snacks,Europe,Pessimistic,Drug,1.0,0.8251,1.0827,1.0168,0.0498,0.7381,0,95010.0,9.45,897652.54,474290.41,423362.14,71812.2,107718.31,243831.63,75.0,243756.63,30.0,60931.66,182794.97
2023-05-01,2023,5,Snacks,Europe,Pessimistic,Convenience,1.0,0.8251,1.0827,1.0168,0.2087,0.7911,0,101842.0,8.99,915640.93,483794.88,431846.05,73251.27,109876.91,248717.86,75.0,248642.86,30.0,62153.22,186459.65
2023-05-01,2023,5,Snacks,Europe,Stress Test,Grocery,1.0,0.8251,1.0827,1.0168,0.132,0.8392,0,108031.0,7.3,788812.97,416783.12,372029.86,63105.04,94657.56,214267.26,75.0,214192.26,30.0,53540.57,160621.7
2023-05-01,2023,5,Snacks,Europe,Stress Test,Mass Retail,1.0,0.8251,1.0827,1.0168,0.0531,0.8111,0,104407.0,7.48,781158.77,412738.88,368419.89,62492.7,93739.05,212188.13,75.0,212113.13,30.0,53020.78,159062.35
2023-05-01,2023,5,Snacks,Europe,Stress Test,Club,1.0,0.8251,1.0827,1.0168,0.0131,0.7974,0,102653.0,7.57,777386.41,410745.69,366640.72,62190.91,93286.37,211163.44,75.0,211088.44,30.0,52764.61,158293.83
2023-05-01,2023,5,Snacks,Europe,Stress Test,E-Commerce,1.0,0.8251,1.0827,1.0168,0.1266,0.8372,0,107774.0,7.31,788276.02,416499.41,371776.61,63062.08,94593.12,214121.41,75.0,214046.41,30.0,53504.1,160512.31
2023-05-01,2023,5,Snacks,Europe,Stress Test,Drug,1.0,0.8251,1.0827,1.0168,0.004,0.7944,0,102259.0,7.59,776532.81,410294.68,366238.13,62122.62,93183.94,210931.57,75.0,210856.57,30.0,52706.64,158119.93
2023-05-01,2023,5,Snacks,Europe,Stress Test,Convenience,1.0,0.8251,1.0827,1.0168,0.0992,0.8273,0,106501.0,7.38,785603.27,415087.21,370516.05,62848.26,94272.39,213395.4,75.0,213320.4,30.0,53322.6,159967.8
2023-05-01,2023,5,Snacks,Asia Pacific,Base,Grocery,1.0,0.8251,0.7394,1.0168,0.2638,0.7447,0,95866.0,10.82,1037010.51,548360.07,488650.44,82960.84,124441.26,281248.34,75.0,281173.34,30.0,70285.83,210857.5
2023-05-01,2023,5,Snacks,Asia Pacific,Base,Mass Retail,1.0,0.8251,0.7394,1.0168,0.2649,0.7451,0,95914.0,10.81,1037158.08,548438.1,488719.98,82972.65,124458.97,281288.36,75.0,281213.36,30.0,70295.84,210887.52
2023-05-01,2023,5,Snacks,Asia Pacific,Base,Club,1.0,0.8251,0.7394,1.0168,0.3498,0.775,0,99760.0,10.51,1048873.37,554633.03,494240.35,83909.87,125864.8,284465.67,75.0,284390.67,30.0,71090.17,213270.51
2023-05-01,2023,5,Snacks,Asia Pacific,Base,E-Commerce,1.0,0.8251,0.7394,1.0168,0.1686,0.7135,0,91853.0,11.15,1024417.27,541700.9,482716.37,81953.38,122930.07,277832.92,75.0,277757.92,30.0,69431.98,208295.94
2023-05-01,2023,5,Snacks,Asia Pacific,Base,Drug,1.0,0.8251,0.7394,1.0168,0.2612,0.7438,0,95753.0,10.83,1036662.16,548175.86,488486.29,82932.97,124399.46,281153.86,75.0,281078.86,30.0,70262.22,210786.65
2023-05-01,2023,5,Snacks,Asia Pacific,Base,Convenience,1.0,0.8251,0.7394,1.0168,0.062,0.6812,0,87691.0,11.53,1010935.3,534571.78,476363.52,80874.82,121312.24,274176.46,75.0,274101.46,30.0,68517.87,205553.6
2023-05-01,2023,5,Snacks,Asia Pacific,Optimistic,Grocery,1.0,0.8251,0.7394,1.0168,0.2285,0.693,0,89216.0,12.58,1122581.69,593609.2,528972.5,89806.54,134709.8,304456.16,75.0,304381.16,30.0,76087.79,228263.37
2023-05-01,2023,5,Snacks,Asia Pacific,Optimistic,Mass Retail,1.0,0.8251,0.7394,1.0168,0.2657,0.7048,0,90735.0,12.43,1128008.89,596479.04,531529.85,90240.71,135361.07,305928.07,75.0,305853.07,30.0,76455.77,229367.3
2023-05-01,2023,5,Snacks,Asia Pacific,Optimistic,Club,1.0,0.8251,0.7394,1.0168,0.1158,0.6593,0,84871.0,13.04,1106680.49,585200.81,521479.68,88534.44,132801.66,300143.58,75.0,300068.58,30.0,75009.65,225028.94
2023-05-01,2023,5,Snacks,Asia Pacific,Optimistic,E-Commerce,1.0,0.8251,0.7394,1.0168,0.3049,0.7176,0,92381.0,12.27,1133820.47,599552.14,534268.33,90705.64,136058.46,307504.24,75.0,307429.24,30.0,76849.81,230549.43
2023-05-01,2023,5,Snacks,Asia Pacific,Optimistic,Drug,1.0,0.8251,0.7394,1.0168,0.1355,0.665,0,85606.0,12.96,1109410.37,586644.34,522766.03,88752.83,133129.24,300883.95,75.0,300808.95,30.0,75194.74,225584.22
2023-05-01,2023,5,Snacks,Asia Pacific,Optimistic,Convenience,1.0,0.8251,0.7394,1.0168,0.1928,0.682,0,87798.0,12.73,1117454.91,590898.21,526556.7,89396.39,134094.59,303065.72,75.0,302990.72,30.0,75740.18,227220.54
2023-05-01,2023,5,Snacks,Asia Pacific,Pessimistic,Grocery,1.0,0.8251,0.7394,1.0168,0.0281,0.7269,0,93576.0,9.55,893761.28,472611.41,421149.87,71500.9,107251.35,242397.62,75.0,242322.62,30.0,60573.15,181719.46
2023-05-01,2023,5,Snacks,Asia Pacific,Pessimistic,Mass Retail,1.0,0.8251,0.7394,1.0168,0.2846,0.814,0,104782.0,8.81,923117.13,488134.47,434982.66,73849.37,110774.06,250359.24,75.0,250284.24,30.0,62563.56,187690.68
2023-05-01,2023,5,Snacks,Asia Pacific,Pessimistic,Club,1.0,0.8251,0.7394,1.0168,0.2832,0.8134,0,104711.0,8.81,922938.18,488039.84,434898.34,73835.05,110752.58,250310.7,75.0,250235.7,30.0,62551.43,187654.28
2023-05-01,2023,5,Snacks,Asia Pacific,Pessimistic,E-Commerce,1.0,0.8251,0.7394,1.0168,0.1521,0.7669,0,98721.0,9.19,907535.22,479894.92,427640.3,72602.82,108904.23,246133.26,75.0,246058.26,30.0,61507.06,184521.19
2023-05-01,2023,5,Snacks,Asia Pacific,Pessimistic,Drug,1.0,0.8251,0.7394,1.0168,0.3588,0.8425,0,108460.0,8.6,932261.33,492969.83,439291.51,74580.91,111871.36,252839.24,75.0,252764.24,30.0,63183.56,189550.68
2023-05-01,2023,5,Snacks,Asia Pacific,Pessimistic,Convenience,1.0,0.8251,0.7394,1.0168,0.0953,0.7481,0,96306.0,9.36,901134.48,476510.28,424624.2,72090.76,108136.14,244397.31,75.0,244322.31,30.0,61073.08,183219.23
2023-05-01,2023,5,Snacks,Asia Pacific,Stress Test,Grocery,1.0,0.8251,0.7394,1.0168,0.3007,0.8999,0,115840.0,6.95,804699.86,425516.68,379183.18,64375.99,96563.98,218243.21,75.0,218168.21,30.0,54534.55,163603.66
2023-05-01,2023,5,Snacks,Asia Pacific,Stress Test,Mass Retail,1.0,0.8251,0.7394,1.0168,0.109,0.8259,0,106314.0,7.39,785210.14,415210.73,369999.41,62816.81,94225.22,212957.39,75.0,212882.39,30.0,53213.1,159639.29
2023-05-01,2023,5,Snacks,Asia Pacific,Stress Test,Club,1.0,0.8251,0.7394,1.0168,0.2969,0.8983,0,115637.0,6.96,804295.48,425302.85,378992.63,64343.64,96515.46,218133.54,75.0,218058.54,30.0,54507.13,163521.4
2023-05-01,2023,5,Snacks,Asia Pacific,Stress Test,E-Commerce,1.0,0.8251,0.7394,1.0168,0.1021,0.8234,0,105998.0,7.4,784542.61,414857.74,369684.87,62763.41,94145.11,212776.35,75.0,212701.35,30.0,53167.84,159503.51
2023-05-01,2023,5,Snacks,Asia Pacific,Stress Test,Drug,1.0,0.8251,0.7394,1.0168,0.1053,0.8246,0,106145.0,7.39,784853.25,415022.01,369831.24,62788.26,94182.39,212860.59,75.0,212785.59,30.0,53188.9,159566.7
2023-05-01,2023,5,Snacks,Asia Pacific,Stress Test,Convenience,1.0,0.8251,0.7394,1.0168,0.0493,0.8049,0,103618.0,7.52,779469.5,412175.14,367294.36,62357.56,93536.34,211400.46,75.0,211325.46,30.0,52823.87,158471.6
2023-05-01,2023,5,Snacks,Latin America,Base,Grocery,1.0,0.8251,0.1813,1.0168,0.1254,0.7037,0,90581.0,11.26,1020344.07,538306.77,482037.3,81627.53,122441.29,277968.49,75.0,277893.49,30.0,69465.87,208397.61
2023-05-01,2023,5,Snacks,Latin America,Base,Mass Retail,1.0,0.8251,0.1813,1.0168,0.4151,0.8034,0,103417.0,10.25,1059720.28,559080.63,500639.65,84777.62,127166.43,288695.6,75.0,288620.6,30.0,72147.65,216442.95
2023-05-01,2023,5,Snacks,Latin America,Base,Club,1.0,0.8251,0.1813,1.0168,0.0436,0.6793,0,87443.0,11.55,1010116.03,532910.72,477205.3,80809.28,121213.92,275182.1,75.0,275107.1,30.0,68769.27,206307.82
2023-05-01,2023,5,Snacks,Latin America,Base,E-Commerce,1.0,0.8251,0.1813,1.0168,0.0407,0.6785,0,87337.0,11.56,1009766.71,532726.43,477040.28,80781.34,121172.01,275086.94,75.0,275011.94,30.0,68745.48,206236.45
2023-05-01,2023,5,Snacks,Latin America,Base,Drug,1.0,0.8251,0.1813,1.0168,0.3291,0.7714,0,99296.0,10.55,1047477.84,552621.84,494856.0,83798.23,125697.34,285360.44,75.0,285285.44,30.0,71313.86,213941.58
2023-05-01,2023,5,Snacks,Latin America,Base,Convenience,1.0,0.8251,0.1813,1.0168,0.3596,0.7824,0,100723.0,10.44,1051756.41,554879.1,496877.31,84140.51,126210.77,286526.03,75.0,286451.03,30.0,71605.26,214815.77
2023-05-01,2023,5,Snacks,Latin America,Optimistic,Grocery,1.0,0.8251,0.1813,1.0168,0.1483,0.6721,0,86519.0,12.86,1112780.29,587073.7,525706.59,89022.42,133533.63,303150.54,75.0,303075.54,30.0,75761.38,227284.15
2023-05-01,2023,5,Snacks,Latin America,Optimistic,Mass Retail,1.0,0.8251,0.1813,1.0168,0.035,0.64,0,82389.0,13.32,1097335.15,578925.25,518409.91,87786.81,131680.22,298942.88,75.0,298867.88,30.0,74709.47,224128.41
2023-05-01,2023,5,Snacks,Latin America,Optimistic,Club,1.0,0.8251,0.1813,1.0168,0.0914,0.6557,0,84403.0,13.09,1104933.6,582933.99,521999.61,88394.69,132592.03,301012.89,75.0,300937.89,30.0,75226.97,225680.92
2023-05-01,2023,5,Snacks,Latin America,Optimistic,E-Commerce,1.0,0.8251,0.1813,1.0168,0.1222,0.6645,0,85536.0,12.97,1109151.4,585159.19,523992.21,88732.11,133098.17,302161.93,75.0,302086.93,30.0,75514.23,226542.7
2023-05-01,2023,5,Snacks,Latin America,Optimistic,Drug,1.0,0.8251,0.1813,1.0168,0.1673,0.6777,0,87245.0,12.79,1115440.59,588477.2,526963.39,89235.25,133852.87,303875.27,75.0,303800.27,30.0,75942.57,227827.7
2023-05-01,2023,5,Snacks,Latin America,Optimistic,Convenience,1.0,0.8251,0.1813,1.0168,0.1476,0.6719,0,86491.0,12.86,1112677.64,587019.54,525658.1,89014.21,133521.32,303122.57,75.0,303047.57,30.0,75754.39,227263.18
2023-05-01,2023,5,Snacks,Latin America,Pessimistic,Grocery,1.0,0.8251,0.1813,1.0168,0.0463,0.7362,0,94777.0,9.46,897023.26,473245.94,423777.31,71761.86,107642.79,244372.66,75.0,244297.66,30.0,61066.92,183200.75
2023-05-01,2023,5,Snacks,Latin America,Pessimistic,Mass Retail,1.0,0.8251,0.1813,1.0168,0.3376,0.8384,0,107926.0,8.63,930946.64,491143.03,439803.61,74475.73,111713.6,253614.28,75.0,253539.28,30.0,63377.32,190131.96
2023-05-01,2023,5,Snacks,Latin America,Pessimistic,Club,1.0,0.8251,0.1813,1.0168,0.1328,0.7642,0,98381.0,9.22,906639.0,478318.96,428320.04,72531.12,108796.68,246992.24,75.0,246917.24,30.0,61721.81,185165.43
2023-05-01,2023,5,Snacks,Latin America,Pessimistic,E-Commerce,1.0,0.8251,0.1813,1.0168,0.1114,0.7571,0,97467.0,9.28,904226.05,477045.95,427180.1,72338.08,108507.13,246334.89,75.0,246259.89,30.0,61557.47,184672.42
2023-05-01,2023,5,Snacks,Latin America,Pessimistic,Drug,1.0,0.8251,0.1813,1.0168,0.1091,0.7564,0,97369.0,9.28,903966.29,476908.9,427057.38,72317.3,108475.95,246264.12,75.0,246189.12,30.0,61539.78,184619.34
2023-05-01,2023,5,Snacks,Latin America,Pessimistic,Convenience,1.0,0.8251,0.1813,1.0168,0.0457,0.7361,0,94753.0,9.47,896960.24,473212.7,423747.54,71756.82,107635.23,244355.49,75.0,244280.49,30.0,61062.62,183187.87
2023-05-01,2023,5,Snacks,Latin America,Stress Test,Grocery,1.0,0.8251,0.1813,1.0168,0.3586,0.9291,0,119609.0,6.79,812094.48,428439.75,383654.73,64967.56,97451.34,221235.84,75.0,221160.84,30.0,55282.71,165848.13
2023-05-01,2023,5,Snacks,Latin America,Stress Test,Mass Retail,1.0,0.8251,0.1813,1.0168,0.0612,0.8131,0,104670.0,7.47,781720.78,412415.38,369305.4,62537.66,93806.49,212961.24,75.0,212886.24,30.0,53214.06,159642.18
2023-05-01,2023,5,Snacks,Latin America,Stress Test,Club,1.0,0.8251,0.1813,1.0168,0.159,0.8484,0,109215.0,7.25,791271.9,417454.3,373817.6,63301.75,94952.63,215563.22,75.0,215488.22,30.0,53864.55,161593.66
2023-05-01,2023,5,Snacks,Latin America,Stress Test,E-Commerce,1.0,0.8251,0.1813,1.0168,0.3147,0.9103,0,117180.0,6.89,807348.54,425935.92,381412.62,64587.88,96881.82,219942.92,75.0,219867.92,30.0,54959.48,164878.44
2023-05-01,2023,5,Snacks,Latin America,Stress Test,Drug,1.0,0.8251,0.1813,1.0168,0.0547,0.8108,0,104380.0,7.48,781101.89,412088.87,369013.02,62488.15,93732.23,212792.64,75.0,212717.64,30.0,53171.91,159515.73
2023-05-01,2023,5,Snacks,Latin America,Stress Test,Convenience,1.0,0.8251,0.1813,1.0168,0.176,0.8548,0,110037.0,7.21,792970.27,418350.32,374619.95,63437.62,95156.43,216025.9,75.0,215950.9,30.0,53980.22,161940.67
2023-05-01,2023,5,Snacks,Middle East & Africa,Base,Grocery,1.0,0.8251,0.276,1.0168,0.2082,0.726,0,93463.0,11.02,1029517.65,544625.19,484892.45,82361.41,123542.12,278988.92,75.0,278913.92,30.0,69720.98,209162.94
2023-05-01,2023,5,Snacks,Middle East & Africa,Base,Mass Retail,1.0,0.8251,0.276,1.0168,0.165,0.7122,0,91685.0,11.17,1023883.31,541644.57,482238.74,81910.66,122866.0,277462.08,75.0,277387.08,30.0,69339.27,208017.81
2023-05-01,2023,5,Snacks,Middle East & Africa,Base,Club,1.0,0.8251,0.276,1.0168,0.1923,0.7209,0,92800.0,11.07,1027424.84,543518.08,483906.76,82193.99,123290.98,278421.79,75.0,278346.79,30.0,69579.2,208737.59
2023-05-01,2023,5,Snacks,Middle East & Africa,Base,E-Commerce,1.0,0.8251,0.276,1.0168,0.0907,0.6895,0,88755.0,11.43,1014424.97,536641.01,477783.95,81154.0,121731.0,274898.96,75.0,274823.96,30.0,68698.49,206095.47
2023-05-01,2023,5,Snacks,Middle East & Africa,Base,Drug,1.0,0.8251,0.276,1.0168,0.1439,0.7056,0,90836.0,11.24,1021165.5,540206.83,480958.68,81693.24,122539.86,276725.58,75.0,276650.58,30.0,69155.14,207465.43
2023-05-01,2023,5,Snacks,Middle East & Africa,Base,Convenience,1.0,0.8251,0.276,1.0168,0.2112,0.727,0,93589.0,11.0,1029913.2,544834.45,485078.76,82393.06,123589.58,279096.11,75.0,279021.11,30.0,69747.78,209243.34
