date,year,month,Region,Product,Channel,dp,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-04-01,2023,4,Northeast US,Beauty & Health,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2237,0.7162,0,25475.0,37.8,962872.05,437163.12,525708.92,96287.2,192574.41,236847.31,714.29,236133.02,266.67,54249.26,181617.1
2023-04-01,2023,4,Northeast US,Beauty & Health,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2697,0.7357,0,26167.0,37.24,974416.43,442404.5,532011.93,97441.64,194883.29,239687.0,714.29,238972.71,266.67,54902.39,183803.65
2023-04-01,2023,4,Northeast US,Beauty & Health,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1147,0.6732,0,23943.0,39.12,936694.47,425277.98,511416.49,93669.45,187338.89,230408.15,714.29,229693.86,266.67,52768.25,176658.94
2023-04-01,2023,4,Northeast US,Hello,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.258,0.7307,0,25988.0,37.38,971450.68,441057.99,530392.68,97145.07,194290.14,238957.48,714.29,238243.2,266.67,54734.6,183241.93
2023-04-01,2023,4,Northeast US,Hello,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.275,0.738,0,26250.0,37.17,975776.32,443021.92,532754.4,97577.63,195155.26,240021.5,714.29,239307.22,266.67,54979.33,184061.22
2023-04-01,2023,4,Northeast US,Hello,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.4256,0.8082,0,28746.0,35.34,1015987.63,461278.66,554708.97,101598.76,203197.53,249912.68,714.29,249198.4,266.67,57254.3,191677.43
2023-04-01,2023,4,Northeast US,dhruv,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2109,0.7109,0,25287.0,37.95,959705.88,435725.62,523980.26,95970.59,191941.18,236068.5,714.29,235354.21,266.67,54070.13,181017.41
2023-04-01,2023,4,Northeast US,dhruv,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.6707,0.947,0,33684.0,32.36,1090141.76,494946.11,595195.65,109014.18,218028.35,268153.12,714.29,267438.83,266.67,61449.6,205722.57
2023-04-01,2023,4,Northeast US,dhruv,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1557,0.6889,0,24502.0,38.62,946358.36,429665.58,516692.78,94635.84,189271.67,232785.27,714.29,232070.98,266.67,53314.99,178489.32
2023-04-01,2023,4,Southeast US,Apparel,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.1031,0.6688,0,23788.0,39.26,933995.05,424052.39,509942.66,93399.5,186799.01,229744.14,714.29,229029.86,266.67,52615.53,176147.66
2023-04-01,2023,4,Southeast US,Apparel,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.3276,0.7614,0,27081.0,36.53,989401.14,449207.86,540193.28,98940.11,197880.23,243372.94,714.29,242658.65,266.67,55750.16,186641.83
2023-04-01,2023,4,Southeast US,Apparel,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.4301,0.8105,0,28826.0,35.29,1017241.87,461848.11,555393.76,101724.19,203448.37,250221.2,714.29,249506.91,266.67,57325.26,191914.99
2023-04-01,2023,4,Southeast US,Footwear,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.0593,0.6528,0,23218.0,39.8,923983.81,419507.09,504476.72,92398.38,184796.76,227281.58,714.29,226567.29,266.67,52049.14,174251.48
2023-04-01,2023,4,Southeast US,Footwear,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.1021,0.6684,0,23775.0,39.28,933763.86,423947.43,509816.43,93376.39,186752.77,229687.28,714.29,228972.99,266.67,52602.45,176103.87
2023-04-01,2023,4,Southeast US,Footwear,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.2246,0.7166,0,25487.0,37.79,963078.77,437256.98,525821.79,96307.88,192615.75,236898.16,714.29,236183.87,266.67,54260.96,181656.25
2023-04-01,2023,4,Southeast US,Accessories,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.3576,0.7753,0,27575.0,36.17,997367.49,452824.74,544542.75,99736.75,199473.5,245332.5,714.29,244618.21,266.67,56200.86,188150.69
2023-04-01,2023,4,Southeast US,Accessories,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.0684,0.6561,0,23335.0,39.68,926054.97,420447.44,505607.53,92605.5,185210.99,227791.04,714.29,227076.76,266.67,52166.32,174643.77
2023-04-01,2023,4,Southeast US,Accessories,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1934,0.7038,0,25034.0,38.16,955434.93,433786.53,521648.41,95543.49,191086.99,235017.93,714.29,234303.64,266.67,53828.5,180208.47
2023-04-01,2023,4,Southeast US,Home & Living,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.4376,0.8142,0,28961.0,35.2,1019351.52,462805.93,556545.59,101935.15,203870.3,250740.13,714.29,250025.85,266.67,57444.61,192314.57
2023-04-01,2023,4,Southeast US,Home & Living,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2416,0.7237,0,25741.0,37.58,967329.76,439187.02,528142.75,96732.98,193465.95,237943.82,714.29,237229.53,266.67,54501.46,182461.41
2023-04-01,2023,4,Southeast US,Home & Living,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1556,0.6888,0,24501.0,38.62,946331.94,429653.59,516678.36,94633.19,189266.39,232778.77,714.29,232064.49,266.67,53313.5,178484.32
2023-04-01,2023,4,Southeast US,Beauty & Health,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.4324,0.8116,0,28868.0,35.26,1017893.36,462143.9,555749.46,101789.34,203578.67,250381.45,714.29,249667.17,266.67,57362.12,192038.39
2023-04-01,2023,4,Southeast US,Beauty & Health,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2909,0.745,0,26496.0,36.98,979843.44,444868.47,534974.96,97984.34,195968.69,241021.93,714.29,240307.65,266.67,55209.43,184831.55
2023-04-01,2023,4,Southeast US,Beauty & Health,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.336,0.7652,0,27218.0,36.43,991608.62,450210.1,541398.52,99160.86,198321.72,243915.93,714.29,243201.65,266.67,55875.05,187059.94
2023-04-01,2023,4,Southeast US,Hello,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.4225,0.8067,0,28691.0,35.38,1015123.79,460886.46,554237.33,101512.38,203024.76,249700.19,714.29,248985.91,266.67,57205.43,191513.82
2023-04-01,2023,4,Southeast US,Hello,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2672,0.7346,0,26129.0,37.27,973785.04,442117.84,531667.2,97378.5,194757.01,239531.69,714.29,238817.4,266.67,54866.67,183684.07
2023-04-01,2023,4,Southeast US,Hello,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1613,0.6911,0,24580.0,38.56,947687.64,430269.1,517418.54,94768.76,189537.53,233112.25,714.29,232397.96,266.67,53390.2,178741.1
2023-04-01,2023,4,Southeast US,dhruv,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2714,0.7364,0,26193.0,37.22,974849.9,442601.31,532248.59,97484.99,194969.98,239793.62,714.29,239079.34,266.67,54926.91,183885.75
2023-04-01,2023,4,Southeast US,dhruv,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2308,0.7192,0,25579.0,37.71,964616.76,437955.26,526661.5,96461.68,192923.35,237276.47,714.29,236562.19,266.67,54347.97,181947.55
2023-04-01,2023,4,Southeast US,dhruv,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1085,0.6708,0,23860.0,39.2,935248.1,424621.3,510626.8,93524.81,187049.62,230052.37,714.29,229338.08,266.67,52686.43,176384.99
2023-04-01,2023,4,Midwest US,Apparel,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.5478,0.8732,0,31057.0,33.86,1051499.49,477401.75,574097.74,105149.95,210299.9,258647.89,714.29,257933.61,266.67,59263.4,198403.54
2023-04-01,2023,4,Midwest US,Apparel,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2542,0.7291,0,25931.0,37.43,970493.07,440623.22,529869.85,97049.31,194098.61,238721.93,714.29,238007.64,266.67,54680.42,183060.55
2023-04-01,2023,4,Midwest US,Apparel,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.348,0.7708,0,27415.0,36.29,994795.95,451657.21,543138.74,99479.59,198959.19,244699.95,714.29,243985.67,266.67,56055.37,187663.63
2023-04-01,2023,4,Midwest US,Footwear,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2742,0.7377,0,26237.0,37.18,975572.84,442929.54,532643.3,97557.28,195114.57,239971.45,714.29,239257.16,266.67,54967.81,184022.68
2023-04-01,2023,4,Midwest US,Footwear,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.052,0.6502,0,23126.0,39.88,922343.85,418762.51,503581.34,92234.38,184468.77,226878.18,714.29,226163.9,266.67,51956.36,173940.87
2023-04-01,2023,4,Midwest US,Footwear,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.2443,0.7248,0,25781.0,37.55,967998.35,439490.57,528507.78,96799.84,193599.67,238108.28,714.29,237393.99,266.67,54539.28,182588.04
2023-04-01,2023,4,Midwest US,Accessories,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.1105,0.6716,0,23887.0,39.17,935714.93,424833.25,510881.68,93571.49,187142.99,230167.2,714.29,229452.91,266.67,52712.84,176473.41
2023-04-01,2023,4,Midwest US,Accessories,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.0845,0.6619,0,23543.0,39.49,929707.73,422105.86,507601.87,92970.77,185941.55,228689.55,714.29,227975.26,266.67,52372.98,175335.62
2023-04-01,2023,4,Midwest US,Accessories,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1892,0.7021,0,24973.0,38.22,954395.78,433314.73,521081.05,95439.58,190879.16,234762.32,714.29,234048.03,266.67,53769.71,180011.65
2023-04-01,2023,4,Midwest US,Home & Living,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.167,0.6933,0,24659.0,38.49,949046.5,430886.05,518160.45,94904.65,189809.3,233446.5,714.29,232732.21,266.67,53467.08,178998.47
2023-04-01,2023,4,Midwest US,Home & Living,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.4246,0.8077,0,28729.0,35.35,1015718.89,461156.65,554562.25,101571.89,203143.78,249846.58,714.29,249132.29,266.67,57239.09,191626.53
2023-04-01,2023,4,Midwest US,Home & Living,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.141,0.6832,0,24298.0,38.8,942848.26,428071.92,514776.33,94284.83,188569.65,231921.86,714.29,231207.57,266.67,53116.41,177824.5
2023-04-01,2023,4,Midwest US,Beauty & Health,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.1149,0.6732,0,23945.0,39.12,936728.92,425293.62,511435.3,93672.89,187345.78,230416.62,714.29,229702.34,266.67,52770.2,176665.47
2023-04-01,2023,4,Midwest US,Beauty & Health,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.1328,0.68,0,24188.0,38.9,940935.59,427203.53,513732.06,94093.56,188187.12,231451.38,714.29,230737.09,266.67,53008.2,177462.23
2023-04-01,2023,4,Midwest US,Beauty & Health,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.3011,0.7495,0,26656.0,36.86,982470.14,446061.05,536409.09,98247.01,196494.03,241668.05,714.29,240953.76,266.67,55358.03,185329.06
2023-04-01,2023,4,Midwest US,Hello,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.053,0.6505,0,23138.0,39.87,922569.02,418864.74,503704.27,92256.9,184513.8,226933.57,714.29,226219.28,266.67,51969.1,173983.51
2023-04-01,2023,4,Midwest US,Hello,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2892,0.7442,0,26470.0,37.0,979415.96,444674.39,534741.57,97941.6,195883.19,240916.78,714.29,240202.5,266.67,55185.24,184750.59
2023-04-01,2023,4,Midwest US,Hello,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1962,0.705,0,25074.0,38.13,956111.96,434093.91,522018.05,95611.2,191222.39,235184.46,714.29,234470.18,266.67,53866.81,180336.7
2023-04-01,2023,4,Midwest US,dhruv,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2768,0.7388,0,26276.0,37.15,976212.91,443220.14,532992.77,97621.29,195242.58,240128.89,714.29,239414.61,266.67,55004.03,184143.92
2023-04-01,2023,4,Midwest US,dhruv,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.1697,0.6944,0,24698.0,38.45,949706.77,431185.82,518520.94,94970.68,189941.35,233608.91,714.29,232894.63,266.67,53504.43,179123.53
2023-04-01,2023,4,Midwest US,dhruv,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.2833,0.7416,0,26378.0,37.07,977900.18,443986.2,533913.98,97790.02,195580.04,240543.93,714.29,239829.64,266.67,55099.48,184463.49
2023-04-01,2023,4,West US,Apparel,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2741,0.7376,0,26235.0,37.18,975538.61,442914.0,532624.62,97553.86,195107.72,239963.03,714.29,239248.75,266.67,54965.88,184016.2
2023-04-01,2023,4,West US,Apparel,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.1071,0.6703,0,23841.0,39.21,934916.93,424470.94,510445.98,93491.69,186983.39,229970.91,714.29,229256.62,266.67,52667.69,176322.27
2023-04-01,2023,4,West US,Apparel,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.0462,0.6481,0,23052.0,39.95,921043.16,418171.97,502871.18,92104.32,184208.63,226558.24,714.29,225843.95,266.67,51882.78,173694.51
2023-04-01,2023,4,West US,Footwear,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2608,0.7319,0,26032.0,37.35,972168.47,441383.88,530784.58,97216.85,194433.69,239134.04,714.29,238419.76,266.67,54775.21,183377.88
2023-04-01,2023,4,West US,Footwear,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2806,0.7404,0,26335.0,37.11,977187.37,443662.57,533524.8,97718.74,195437.47,240368.59,714.29,239654.31,266.67,55059.16,184328.48
2023-04-01,2023,4,West US,Footwear,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.2007,0.7068,0,25139.0,38.08,957216.13,434595.23,522620.91,95721.61,191443.23,235456.07,714.29,234741.78,266.67,53929.28,180545.84
2023-04-01,2023,4,West US,Accessories,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.03,0.6424,0,22849.0,40.15,917433.31,416533.03,500900.28,91743.33,183486.66,225670.29,714.29,224956.0,266.67,51678.55,173010.79
2023-04-01,2023,4,West US,Accessories,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.207,0.7093,0,25229.0,38.0,958737.86,435286.12,523451.74,95873.79,191747.57,235830.38,714.29,235116.09,266.67,54015.37,180834.06
2023-04-01,2023,4,West US,Accessories,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.0902,0.664,0,23618.0,39.42,931022.4,422702.75,508319.65,93102.24,186204.48,229012.93,714.29,228298.65,266.67,52447.36,175584.62
2023-04-01,2023,4,West US,Home & Living,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2821,0.7411,0,26359.0,37.09,977584.72,443842.97,533741.75,97758.47,195516.94,240466.33,714.29,239752.05,266.67,55081.64,184403.74
2023-04-01,2023,4,West US,Home & Living,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.4518,0.8215,0,29219.0,35.02,1023386.08,464637.7,558748.38,102338.61,204677.22,251732.55,714.29,251018.27,266.67,57672.87,193078.73
2023-04-01,2023,4,West US,Home & Living,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.3332,0.7639,0,27172.0,36.47,990866.63,449873.22,540993.41,99086.66,198173.33,243733.42,714.29,243019.13,266.67,55833.07,186919.4
2023-04-01,2023,4,West US,Beauty & Health,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.1485,0.6861,0,24402.0,38.71,944630.25,428880.98,515749.27,94463.03,188926.05,232360.19,714.29,231645.91,266.67,53217.23,178162.01
2023-04-01,2023,4,West US,Beauty & Health,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.1608,0.6909,0,24573.0,38.56,947570.96,430216.12,517354.83,94757.1,189514.19,233083.55,714.29,232369.26,266.67,53383.6,178719.0
2023-04-01,2023,4,West US,Beauty & Health,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.0439,0.6473,0,23024.0,39.98,920534.77,417941.16,502593.62,92053.48,184106.95,226433.18,714.29,225718.9,266.67,51854.01,173598.22
2023-04-01,2023,4,West US,Hello,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.1316,0.6795,0,24170.0,38.92,940633.39,427066.33,513567.06,94063.34,188126.68,231377.04,714.29,230662.76,266.67,52991.1,177404.99
2023-04-01,2023,4,West US,Hello,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2171,0.7135,0,25378.0,37.88,961246.74,436425.2,524821.54,96124.67,192249.35,236447.52,714.29,235733.23,266.67,54157.31,181309.25
2023-04-01,2023,4,West US,Hello,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.3838,0.7877,0,28018.0,35.85,1004462.39,456045.97,548416.42,100446.24,200892.48,247077.7,714.29,246363.42,266.67,56602.25,189494.5
2023-04-01,2023,4,West US,dhruv,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.1293,0.6787,0,24139.0,38.94,940096.74,426822.68,513274.06,94009.67,188019.35,231245.04,714.29,230530.75,266.67,52960.74,177303.35
2023-04-01,2023,4,West US,dhruv,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.3146,0.7555,0,26872.0,36.69,985994.71,447661.28,538333.44,98599.47,197198.94,242535.02,714.29,241820.74,266.67,55557.44,185996.63
2023-04-01,2023,4,West US,dhruv,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.2712,0.7364,0,26191.0,37.22,974800.64,442578.94,532221.7,97480.06,194960.13,239781.51,714.29,239067.22,266.67,54924.13,183876.43
2023-04-01,2023,4,International,Apparel,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.0501,0.6495,0,23101.0,39.91,921916.86,418568.65,503348.21,92191.69,184383.37,226773.15,714.29,226058.87,266.67,51932.21,173859.99
2023-04-01,2023,4,International,Apparel,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.1856,0.7007,0,24922.0,38.26,953527.85,432920.67,520607.18,95352.78,190705.57,234548.82,714.29,233834.54,266.67,53720.61,179847.26
2023-04-01,2023,4,International,Apparel,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.2592,0.7312,0,26006.0,37.37,971740.12,441189.4,530550.71,97174.01,194348.02,239028.68,714.29,238314.39,266.67,54750.98,183296.75
2023-04-01,2023,4,International,Footwear,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.1825,0.6995,0,24879.0,38.3,952790.87,432586.07,520204.8,95279.09,190558.17,234367.54,714.29,233653.25,266.67,53678.92,179707.67
2023-04-01,2023,4,International,Footwear,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.4879,0.8404,0,29890.0,34.59,1033754.79,469345.3,564409.48,103375.48,206750.96,254283.05,714.29,253568.76,266.67,58259.48,195042.61
2023-04-01,2023,4,International,Footwear,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.3098,0.7533,0,26795.0,36.75,984728.64,447086.45,537642.19,98472.86,196945.73,242223.59,714.29,241509.31,266.67,55485.81,185756.83
2023-04-01,2023,4,International,Accessories,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2171,0.7135,0,25377.0,37.88,961227.93,436416.66,524811.27,96122.79,192245.59,236442.89,714.29,235728.6,266.67,54156.25,181305.69
2023-04-01,2023,4,International,Accessories,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.2075,0.7096,0,25238.0,37.99,958878.83,435350.13,523528.71,95887.88,191775.77,235865.06,714.29,235150.77,266.67,54023.34,180860.76
2023-04-01,2023,4,International,Accessories,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.3613,0.777,0,27637.0,36.12,998368.95,453279.43,545089.52,99836.9,199673.79,245578.84,714.29,244864.55,266.67,56257.51,188340.37
2023-04-01,2023,4,International,Home & Living,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.0576,0.6522,0,23196.0,39.82,923595.49,419330.78,504264.71,92359.55,184719.1,227186.06,714.29,226471.77,266.67,52027.17,174177.93
2023-04-01,2023,4,International,Home & Living,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.134,0.6805,0,24203.0,38.89,941197.21,427322.31,513874.89,94119.72,188239.44,231515.73,714.29,230801.45,266.67,53023.0,177511.78
2023-04-01,2023,4,International,Home & Living,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.1919,0.7032,0,25012.0,38.18,955050.76,433612.11,521438.66,95505.08,191010.15,234923.43,714.29,234209.14,266.67,53806.77,180135.71
2023-04-01,2023,4,International,Beauty & Health,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.19,0.7024,0,24985.0,38.21,954589.27,433402.58,521186.69,95458.93,190917.85,234809.91,714.29,234095.63,266.67,53780.66,180048.3
2023-04-01,2023,4,International,Beauty & Health,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.1215,0.6757,0,24034.0,39.04,938275.83,425995.95,512279.88,93827.58,187655.17,230797.13,714.29,230082.85,266.67,52857.72,176958.46
2023-04-01,2023,4,International,Beauty & Health,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.2335,0.7203,0,25620.0,37.68,965302.17,438266.45,527035.72,96530.22,193060.43,237445.07,714.29,236730.79,266.67,54386.75,182077.37
2023-04-01,2023,4,International,Hello,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.0074,0.6346,0,22571.0,40.43,912439.53,414265.76,498173.78,91243.95,182487.91,224441.92,714.29,223727.63,266.67,51396.02,172064.94
2023-04-01,2023,4,International,Hello,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.219,0.7143,0,25406.0,37.85,961705.2,436633.35,525071.85,96170.52,192341.04,236560.29,714.29,235846.0,266.67,54183.25,181396.09
2023-04-01,2023,4,International,Hello,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.0156,0.6374,0,22671.0,40.33,914248.8,415087.2,499161.6,91424.88,182849.76,224886.96,714.29,224172.67,266.67,51498.38,172407.63
2023-04-01,2023,4,International,dhruv,Direct Sales,pd,1.0,1.157,1.0013,1.0067,0.2258,0.7171,0,25505.0,37.77,963378.3,437392.97,525985.33,96337.83,192675.66,236971.84,714.29,236257.55,266.67,54277.9,181712.98
2023-04-01,2023,4,International,dhruv,Direct Sales,hi,1.0,1.157,1.0013,1.0067,0.0958,0.6661,0,23691.0,39.35,932303.02,423284.17,509018.84,93230.3,186460.6,229327.94,714.29,228613.65,266.67,52519.81,175827.18
2023-04-01,2023,4,International,dhruv,Direct Sales,feippfn,1.0,1.157,1.0013,1.0067,0.413,0.8019,0,28523.0,35.5,1012473.37,459683.12,552790.26,101247.34,202494.67,249048.25,714.29,248333.96,266.67,57055.48,191011.82
2023-05-01,2023,5,Northeast US,Apparel,Direct Sales,pd,1.0,0.8251,1.0072,1.0084,0.1213,0.5887,0,20937.0,39.14,819429.31,373826.16,445603.15,81942.93,163885.86,199774.36,714.29,199060.07,266.67,45722.48,153070.92
2023-05-01,2023,5,Northeast US,Apparel,Direct Sales,hi,1.0,0.8251,1.0072,1.0084,0.2733,0.6423,0,22847.0,37.28,851834.8,388609.64,463225.16,85183.48,170366.96,207674.72,714.29,206960.43,266.67,47539.57,159154.2
2023-05-01,2023,5,Northeast US,Apparel,Direct Sales,feippfn,1.0,0.8251,1.0072,1.0084,0.3056,0.6547,0,23287.0,36.89,859100.02,391924.06,467175.96,85910.0,171820.0,209445.96,714.29,208731.67,266.67,47946.95,160518.05
2023-05-01,2023,5,Northeast US,Footwear,Direct Sales,pd,1.0,0.8251,1.0072,1.0084,0.1265,0.5904,0,20999.0,39.07,820500.66,374314.91,446185.75,82050.07,164100.13,200035.55,714.29,199321.27,266.67,45782.56,153272.04
2023-05-01,2023,5,Northeast US,Footwear,Direct Sales,hi,1.0,0.8251,1.0072,1.0084,0.0778,0.5746,0,20437.0,39.67,810657.29,369824.34,440832.96,81065.73,162131.46,197635.77,714.29,196921.48,266.67,45230.61,151424.21
2023-05-01,2023,5,Northeast US,Footwear,Direct Sales,feippfn,1.0,0.8251,1.0072,1.0084,0.1682,0.6045,0,21499.0,38.57,829128.99,378251.18,450877.81,82912.9,165825.8,202139.11,714.29,201424.83,266.67,46266.38,154891.78
2023-05-01,2023,5,Northeast US,Accessories,Direct Sales,pd,1.0,0.8251,1.0072,1.0084,0.1374,0.594,0,21128.0,38.94,822739.63,375336.34,447403.3,82273.96,164547.93,200581.41,714.29,199867.12,266.67,45908.1,153692.35
2023-05-01,2023,5,Northeast US,Accessories,Direct Sales,hi,1.0,0.8251,1.0072,1.0084,0.142,0.5956,0,21183.0,38.88,823682.52,375766.48,447916.03,82368.25,164736.5,200811.28,714.29,200096.99,266.67,45960.98,153869.35
2023-05-01,2023,5,Northeast US,Accessories,Direct Sales,feippfn,1.0,0.8251,1.0072,1.0084,0.2356,0.6283,0,22348.0,37.74,843527.77,384819.95,458707.82,84352.78,168705.55,205649.49,714.29,204935.2,266.67,47073.76,157594.77
2023-05-01,2023,5,Northeast US,Home & Living,Direct Sales,pd,1.0,0.8251,1.0072,1.0084,0.0809,0.5756,0,20472.0,39.63,811287.07,370111.64,441175.43,81128.71,162257.41,197789.31,714.29,197075.02,266.67,45265.92,151542.43
2023-05-01,2023,5,Northeast US,Home & Living,Direct Sales,hi,1.0,0.8251,1.0072,1.0084,0.1407,0.5951,0,21167.0,38.9,823406.01,375640.34,447765.67,82340.6,164681.2,200743.87,714.29,200029.58,266.67,45945.47,153817.44
2023-05-01,2023,5,Northeast US,Home & Living,Direct Sales,feippfn,1.0,0.8251,1.0072,1.0084,0.1415,0.5954,0,21177.0,38.89,823575.95,375717.87,447858.08,82357.6,164715.19,200785.3,714.29,200071.01,266.67,45955.0,153849.35
2023-05-01,2023,5,Northeast US,Beauty & Health,Direct Sales,pd,1.0,0.8251,1.0072,1.0084,0.369,0.6802,0,24192.0,36.12,873773.57,398618.17,475155.39,87377.36,174754.71,213023.32,714.29,212309.04,266.67,48769.75,163272.63
2023-05-01,2023,5,Northeast US,Beauty & Health,Direct Sales,hi,1.0,0.8251,1.0072,1.0084,0.1354,0.5934,0,21105.0,38.96,822333.09,375150.87,447182.22,82233.31,164466.62,200482.29,714.29,199768.01,266.67,45885.31,153616.03
2023-05-01,2023,5,Northeast US,Beauty & Health,Direct Sales,feippfn,1.0,0.8251,1.0072,1.0084,0.2545,0.6353,0,22596.0,37.51,847664.04,386706.93,460957.11,84766.4,169532.81,206657.9,714.29,205943.61,266.67,47305.7,158371.25
2023-05-01,2023,5,Northeast US,Hello,Direct Sales,pd,1.0,0.8251,1.0072,1.0084,0.4824,0.7296,0,25951.0,34.74,901464.11,411250.68,490213.43,90146.41,180292.82,219774.19,714.29,219059.91,266.67,50322.45,168470.8
2023-05-01,2023,5,Northeast US,Hello,Direct Sales,hi,1.0,0.8251,1.0072,1.0084,0.3048,0.6544,0,23276.0,36.9,858915.56,391839.9,467075.65,85891.56,171783.11,209400.99,714.29,208686.7,266.67,47936.61,160483.43
2023-05-01,2023,5,Northeast US,Hello,Direct Sales,feippfn,1.0,0.8251,1.0072,1.0084,0.1613,0.6021,0,21415.0,38.65,827690.94,377595.14,450095.8,82769.09,165538.19,201788.52,714.29,201074.23,266.67,46185.74,154621.83
