date,year,month,region,product,channel,new d,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2024-04-01,2024,4,North America,Household,Direct Sales,a,1.0,1.157,1.0013,1.0067,0.5144,0.9323,0,98628.0,11.75,1158783.57,607898.32,550885.24,92702.69,139054.03,319128.53,535.71,318592.82,214.29,79594.63,238783.9
2024-04-01,2024,4,North America,Household,Direct Sales,b,1.0,1.157,1.0013,1.0067,0.0909,0.7664,0,81079.0,13.51,1095695.45,574802.27,520893.18,87655.64,131483.45,301754.09,535.71,301218.37,214.29,75251.02,225753.07
2024-04-01,2024,4,North America,Household,Direct Sales,c,1.0,1.157,1.0013,1.0067,0.2055,0.806,0,85267.0,13.04,1111574.24,583132.29,528441.95,88925.94,133388.91,306127.1,535.71,305591.39,214.29,76344.28,229032.83
2024-04-01,2024,4,North America,Baby & Child,Direct Sales,a,1.0,1.157,1.0013,1.0067,0.0828,0.7638,0,48126.0,13.63,656047.5,344162.78,311884.72,52483.8,78725.7,180675.22,535.71,180139.51,214.29,44981.3,134943.91
2024-04-01,2024,4,North America,Baby & Child,Direct Sales,b,1.0,1.157,1.0013,1.0067,0.1595,0.7897,0,49762.0,13.31,662344.81,347466.35,314878.46,52987.58,79481.38,182409.5,535.71,181873.78,214.29,45414.87,136244.62
2024-04-01,2024,4,North America,Baby & Child,Direct Sales,c,1.0,1.157,1.0013,1.0067,0.1304,0.7797,0,49128.0,13.43,659924.5,346196.66,313727.84,52793.96,79190.94,181742.94,535.71,181207.23,214.29,45248.24,135744.71
2024-04-01,2024,4,Europe,Enterprise,Direct Sales,a,1.0,1.157,1.1058,1.0067,0.2542,0.8217,0,94401.0,8.82,832575.27,438628.88,393946.39,66606.02,99909.03,227431.34,535.71,226895.62,214.29,56670.33,170011.0
2024-04-01,2024,4,Europe,Enterprise,Direct Sales,b,1.0,1.157,1.1058,1.0067,0.2391,0.8161,0,93760.0,8.86,830956.18,437775.88,393180.29,66476.49,99714.74,226989.06,535.71,226453.34,214.29,56559.76,169679.29
2024-04-01,2024,4,Europe,Enterprise,Direct Sales,c,1.0,1.157,1.1058,1.0067,0.0991,0.7671,0,88126.0,9.26,816371.72,430092.3,386279.42,65309.74,97964.61,223005.08,535.71,222469.36,214.29,55563.77,166691.31
2024-04-01,2024,4,Europe,Pro Plan,Direct Sales,a,1.0,1.157,1.1058,1.0067,0.0702,0.7576,0,94853.0,8.98,851530.16,448614.95,402915.2,68122.41,102183.62,232609.17,535.71,232073.46,214.29,57964.79,173894.38
2024-04-01,2024,4,Europe,Pro Plan,Direct Sales,b,1.0,1.157,1.1058,1.0067,0.0822,0.7615,0,95347.0,8.94,852794.83,449281.23,403513.6,68223.59,102335.38,232954.64,535.71,232418.92,214.29,58051.16,174153.48
2024-04-01,2024,4,Europe,Pro Plan,Direct Sales,c,1.0,1.157,1.1058,1.0067,0.4676,0.9086,0,113766.0,7.88,896935.46,472536.0,424399.45,71754.84,107632.25,245012.36,535.71,244476.65,214.29,61065.59,183196.77
2024-04-01,2024,4,Europe,Snacks,Direct Sales,a,1.0,1.157,1.1058,1.0067,0.12,0.774,0,61210.0,11.29,690866.07,363971.67,326894.4,55269.29,82903.93,188721.19,535.71,188185.48,214.29,46992.8,140978.39
2024-04-01,2024,4,Europe,Snacks,Direct Sales,b,1.0,1.157,1.1058,1.0067,0.0579,0.7536,0,59594.0,11.5,685604.38,361199.63,324404.75,54848.35,82272.53,187283.87,535.71,186748.16,214.29,46633.47,139900.41
2024-04-01,2024,4,Europe,Snacks,Direct Sales,c,1.0,1.157,1.1058,1.0067,0.3449,0.8568,0,67754.0,10.5,711211.06,374690.1,336520.96,56896.89,85345.33,194278.75,535.71,193743.04,214.29,48382.19,145146.56
2024-04-01,2024,4,Europe,Beverages,Direct Sales,a,1.0,1.157,1.1058,1.0067,0.1147,0.7723,0,106244.0,9.38,996573.21,525028.55,471544.66,79725.86,119588.79,272230.02,535.71,271694.3,214.29,67870.0,203610.01
2024-04-01,2024,4,Europe,Beverages,Direct Sales,b,1.0,1.157,1.1058,1.0067,0.1235,0.7752,0,106649.0,9.35,997657.82,525599.96,472057.86,79812.63,119718.94,272526.3,535.71,271990.58,214.29,67944.07,203832.22
2024-04-01,2024,4,Europe,Beverages,Direct Sales,c,1.0,1.157,1.1058,1.0067,0.1356,0.7794,0,107217.0,9.32,999172.97,526398.19,472774.78,79933.84,119900.76,272940.18,535.71,272404.47,214.29,68047.55,204142.64
2024-04-01,2024,4,Europe,Personal Care,Direct Sales,a,1.0,1.157,1.1058,1.0067,0.221,0.8095,0,147418.0,9.62,1418541.66,747335.83,671205.82,113483.33,170225.0,387497.49,535.71,386961.78,214.29,96686.87,290060.62
2024-04-01,2024,4,Europe,Personal Care,Direct Sales,b,1.0,1.157,1.1058,1.0067,0.3309,0.8512,0,155024.0,9.28,1439078.53,758155.35,680923.17,115126.28,172689.42,393107.47,535.71,392571.75,214.29,98089.37,294268.1
2024-04-01,2024,4,Europe,Personal Care,Direct Sales,c,1.0,1.157,1.1058,1.0067,0.1148,0.7723,0,140652.0,9.95,1399626.1,737370.48,662255.62,111970.09,167955.13,382330.4,535.71,381794.69,214.29,95395.1,286185.3
2024-04-01,2024,4,Europe,Household,Direct Sales,a,1.0,1.157,1.1058,1.0067,0.3119,0.8438,0,89259.0,12.62,1126201.79,593321.28,532880.51,90096.14,135144.21,307640.15,535.71,307104.44,214.29,76722.54,230167.61
2024-04-01,2024,4,Europe,Household,Direct Sales,b,1.0,1.157,1.1058,1.0067,0.2584,0.8233,0,87090.0,12.84,1118316.23,589166.9,529149.33,89465.3,134197.95,305486.08,535.71,304950.37,214.29,76184.02,228552.06
2024-04-01,2024,4,Europe,Household,Direct Sales,c,1.0,1.157,1.1058,1.0067,0.1385,0.7803,0,82550.0,13.34,1101339.8,580223.14,521116.66,88107.18,132160.78,300848.7,535.71,300312.98,214.29,75024.67,225074.02
2024-04-01,2024,4,Europe,Baby & Child,Direct Sales,a,1.0,1.157,1.1058,1.0067,0.2692,0.8273,0,52132.0,12.88,671207.51,353614.87,317592.64,53696.6,80544.9,183351.14,535.71,182815.42,214.29,45650.28,136950.85
2024-04-01,2024,4,Europe,Baby & Child,Direct Sales,b,1.0,1.157,1.1058,1.0067,0.3352,0.8529,0,53745.0,12.6,677077.11,356707.17,320369.94,54166.17,81249.25,184954.51,535.71,184418.8,214.29,46051.13,138153.38
2024-04-01,2024,4,Europe,Baby & Child,Direct Sales,c,1.0,1.157,1.1058,1.0067,0.1796,0.7946,0,50069.0,13.25,663508.15,349558.58,313949.56,53080.65,79620.98,181247.93,535.71,180712.22,214.29,45124.48,135373.45
2024-04-01,2024,4,Asia Pacific,Enterprise,Direct Sales,a,1.0,1.157,0.7441,1.0067,0.5179,0.9319,0,107063.0,8.06,863060.2,454343.07,408717.13,69044.82,103567.22,236105.09,535.71,235569.38,214.29,58838.77,176516.32
2024-04-01,2024,4,Asia Pacific,Enterprise,Direct Sales,b,1.0,1.157,0.7441,1.0067,0.3615,0.864,0,99259.0,8.51,844597.83,444623.88,399973.96,67567.83,101351.74,231054.39,535.71,230518.68,214.29,57576.1,172728.29
2024-04-01,2024,4,Asia Pacific,Enterprise,Direct Sales,c,1.0,1.157,0.7441,1.0067,0.2493,0.8203,0,94240.0,8.83,832168.77,438080.81,394087.96,66573.5,99860.25,227654.2,535.71,227118.49,214.29,56726.05,170178.15
2024-04-01,2024,4,Asia Pacific,Pro Plan,Direct Sales,a,1.0,1.157,0.7441,1.0067,0.3788,0.871,0,109061.0,8.13,886175.53,466511.73,419663.8,70894.04,106341.06,242428.69,535.71,241892.98,214.29,60419.67,181259.02
2024-04-01,2024,4,Asia Pacific,Pro Plan,Direct Sales,b,1.0,1.157,0.7441,1.0067,0.3746,0.8693,0,108847.0,8.14,885679.63,466250.67,419428.95,70854.37,106281.56,242293.03,535.71,241757.31,214.29,60385.76,181157.27
2024-04-01,2024,4,Asia Pacific,Pro Plan,Direct Sales,c,1.0,1.157,0.7441,1.0067,0.0321,0.7457,0,93370.0,9.08,847705.5,446259.86,401445.65,67816.44,101724.66,231904.55,535.71,231368.83,214.29,57788.64,173365.91
2024-04-01,2024,4,Asia Pacific,Snacks,Direct Sales,a,1.0,1.157,0.7441,1.0067,0.0333,0.7461,0,59001.0,11.59,683650.57,359895.98,323754.59,54692.05,82038.07,187024.47,535.71,186488.76,214.29,46568.62,139705.85
2024-04-01,2024,4,Asia Pacific,Snacks,Direct Sales,b,1.0,1.157,0.7441,1.0067,0.0693,0.7577,0,59914.0,11.46,686654.64,361477.42,325177.22,54932.37,82398.56,187846.29,535.71,187310.58,214.29,46774.07,140322.22
2024-04-01,2024,4,Asia Pacific,Snacks,Direct Sales,c,1.0,1.157,0.7441,1.0067,0.3593,0.8631,0,68249.0,10.44,712691.4,375184.02,337507.38,57015.31,85522.97,194969.1,535.71,194433.38,214.29,48554.77,145664.32
2024-04-01,2024,4,Asia Pacific,Beverages,Direct Sales,a,1.0,1.157,0.7441,1.0067,0.1362,0.7799,0,107297.0,9.31,999385.82,526109.33,473276.5,79950.87,119926.3,273399.33,535.71,272863.62,214.29,68162.33,204487.0
2024-04-01,2024,4,Asia Pacific,Beverages,Direct Sales,b,1.0,1.157,0.7441,1.0067,0.0629,0.7556,0,103946.0,9.53,990367.26,521361.66,469005.6,79229.38,118844.07,270932.15,535.71,270396.43,214.29,67545.54,202636.61
2024-04-01,2024,4,Asia Pacific,Beverages,Direct Sales,c,1.0,1.157,0.7441,1.0067,0.1076,0.7703,0,105968.0,9.4,995834.38,524239.73,471594.65,79666.75,119500.13,272427.77,535.71,271892.06,214.29,67919.44,203758.33
2024-04-01,2024,4,Asia Pacific,Personal Care,Direct Sales,a,1.0,1.157,0.7441,1.0067,0.2237,0.8108,0,147669.0,9.61,1419230.19,747129.11,672101.08,113538.42,170307.62,388255.04,535.71,387719.33,214.29,96876.26,290628.78
2024-04-01,2024,4,Asia Pacific,Personal Care,Direct Sales,b,1.0,1.157,0.7441,1.0067,0.2697,0.8279,0,150781.0,9.47,1427712.79,751594.63,676118.16,114217.02,171325.53,390575.6,535.71,390039.89,214.29,97456.4,292369.2
2024-04-01,2024,4,Asia Pacific,Personal Care,Direct Sales,c,1.0,1.157,0.7441,1.0067,0.1147,0.7727,0,140715.0,9.95,1399804.96,736903.04,662901.92,111984.4,167976.6,382940.93,535.71,382405.22,214.29,95547.73,286643.2
2024-04-01,2024,4,Asia Pacific,Household,Direct Sales,a,1.0,1.157,0.7441,1.0067,0.258,0.8235,0,87119.0,12.84,1118421.38,588773.53,529647.85,89473.71,134210.57,305963.57,535.71,305427.86,214.29,76303.39,228910.18
2024-04-01,2024,4,Asia Pacific,Household,Direct Sales,b,1.0,1.157,0.7441,1.0067,0.275,0.83,0,87799.0,12.77,1120908.65,590082.91,530825.74,89672.69,134509.04,306644.01,535.71,306108.29,214.29,76473.5,229420.51
2024-04-01,2024,4,Asia Pacific,Household,Direct Sales,c,1.0,1.157,0.7441,1.0067,0.4256,0.8907,0,94228.0,12.14,1143771.56,602118.69,541652.87,91501.72,137252.59,312898.55,535.71,312362.84,214.29,78037.14,234111.42
2024-04-01,2024,4,Asia Pacific,Baby & Child,Direct Sales,a,1.0,1.157,0.7441,1.0067,0.2109,0.8062,0,50798.0,13.12,666256.28,350739.06,315517.22,53300.5,79950.75,182265.96,535.71,181730.25,214.29,45378.99,136136.97
2024-04-01,2024,4,Asia Pacific,Baby & Child,Direct Sales,b,1.0,1.157,0.7441,1.0067,0.6707,1.0,1,63010.0,11.18,704730.58,370993.19,333737.39,56378.45,84567.67,192791.28,535.71,192255.56,214.29,48010.32,144030.96
2024-04-01,2024,4,Asia Pacific,Baby & Child,Direct Sales,c,1.0,1.157,0.7441,1.0067,0.1557,0.7867,0,49568.0,13.35,661606.93,348291.49,313315.44,52928.55,79392.83,180994.05,535.71,180458.34,214.29,45061.01,135183.04
2024-04-01,2024,4,Middle East & Africa,Enterprise,Direct Sales,a,1.0,1.157,0.2591,1.0067,0.1031,0.7741,0,88932.0,9.2,818498.29,428966.13,389532.16,65479.86,98219.8,225832.5,535.71,225296.79,214.29,56270.63,168811.88
2024-04-01,2024,4,Middle East & Africa,Enterprise,Direct Sales,b,1.0,1.157,0.2591,1.0067,0.3276,0.8562,0,98368.0,8.56,842425.87,441506.32,400919.55,67394.07,101091.1,232434.38,535.71,231898.66,214.29,57921.09,173763.28
2024-04-01,2024,4,Middle East & Africa,Enterprise,Direct Sales,c,1.0,1.157,0.2591,1.0067,0.4301,0.8988,0,103263.0,8.27,854196.14,447674.99,406521.15,68335.69,102503.54,235681.92,535.71,235146.21,214.29,58732.98,176198.94
2024-04-01,2024,4,Middle East & Africa,Pro Plan,Direct Sales,a,1.0,1.157,0.2591,1.0067,0.0593,0.7596,0,95110.0,8.96,852188.91,446623.02,405565.89,68175.11,102262.67,235128.11,535.71,234592.39,214.29,58594.53,175783.58
2024-04-01,2024,4,Middle East & Africa,Pro Plan,Direct Sales,b,1.0,1.157,0.2591,1.0067,0.1021,0.7737,0,96878.0,8.84,856687.1,448980.48,407706.63,68534.97,102802.45,236369.21,535.71,235833.49,214.29,58904.8,176714.4
2024-04-01,2024,4,Middle East & Africa,Pro Plan,Direct Sales,c,1.0,1.157,0.2591,1.0067,0.2246,0.8168,0,102264.0,8.51,870030.75,455973.74,414057.01,69602.46,104403.69,240050.86,535.71,239515.15,214.29,59825.22,179475.65
2024-04-01,2024,4,Middle East & Africa,Snacks,Direct Sales,a,1.0,1.157,0.2591,1.0067,0.3576,0.8683,0,68665.0,10.4,713927.5,374161.71,339765.79,57114.2,85671.3,196980.29,535.71,196444.58,214.29,49057.57,147172.72
2024-04-01,2024,4,Middle East & Africa,Snacks,Direct Sales,b,1.0,1.157,0.2591,1.0067,0.0684,0.7626,0,60305.0,11.41,687931.01,360537.23,327393.78,55034.48,82551.72,189807.58,535.71,189271.87,214.29,47264.4,141793.19
2024-04-01,2024,4,Middle East & Africa,Snacks,Direct Sales,c,1.0,1.157,0.2591,1.0067,0.1934,0.8054,0,63692.0,10.97,698758.44,366211.76,332546.67,55900.67,83851.01,192794.98,535.71,192259.27,214.29,48011.25,144033.74
2024-04-01,2024,4,Middle East & Africa,Beverages,Direct Sales,a,1.0,1.157,0.2591,1.0067,0.4376,0.9021,0,124100.0,8.39,1041803.76,545998.12,495805.64,83344.3,125016.45,287444.89,535.71,286909.17,214.29,71673.72,215021.17
2024-04-01,2024,4,Middle East & Africa,Beverages,Direct Sales,b,1.0,1.157,0.2591,1.0067,0.2416,0.8231,0,113230.0,8.96,1014871.86,531883.4,482988.46,81189.75,121784.62,280014.08,535.71,279478.37,214.29,69816.02,209448.06
2024-04-01,2024,4,Middle East & Africa,Beverages,Direct Sales,c,1.0,1.157,0.2591,1.0067,0.1556,0.7921,0,108964.0,9.21,1003796.51,526078.93,477717.58,80303.72,120455.58,276958.28,535.71,276422.56,214.29,69052.07,207156.21
2024-04-01,2024,4,Middle East & Africa,Personal Care,Direct Sales,a,1.0,1.157,0.2591,1.0067,0.4324,0.8998,0,163874.0,8.92,1462088.81,766264.98,695823.82,116967.1,175450.66,403406.06,535.71,402870.35,214.29,100664.02,301992.05
2024-04-01,2024,4,Middle East & Africa,Personal Care,Direct Sales,b,1.0,1.157,0.2591,1.0067,0.2909,0.8418,0,153305.0,9.36,1434501.33,751806.69,682694.65,114760.11,172140.16,395794.38,535.71,395258.67,214.29,98761.09,296283.28
2024-04-01,2024,4,Middle East & Africa,Personal Care,Direct Sales,c,1.0,1.157,0.2591,1.0067,0.336,0.8596,0,156541.0,9.22,1443087.81,756306.77,686781.05,115447.03,173170.54,398163.48,535.71,397627.77,214.29,99353.37,298060.11
2024-04-01,2024,4,Middle East & Africa,Household,Direct Sales,a,1.0,1.157,0.2591,1.0067,0.4225,0.8955,0,94738.0,12.09,1145535.75,600362.94,545172.81,91642.86,137464.29,316065.66,535.71,315529.95,214.29,78828.92,236486.75
2024-04-01,2024,4,Middle East & Africa,Household,Direct Sales,b,1.0,1.157,0.2591,1.0067,0.2672,0.8327,0,88090.0,12.74,1121968.58,588011.64,533956.94,89757.49,134636.23,309563.22,535.71,309027.51,214.29,77203.31,231609.92
2024-04-01,2024,4,Middle East & Africa,Household,Direct Sales,c,1.0,1.157,0.2591,1.0067,0.1613,0.794,0,84000.0,13.18,1106832.12,580078.78,526753.33,88546.57,132819.85,305386.91,535.71,304851.2,214.29,76159.23,228477.68
2024-04-01,2024,4,Middle East & Africa,Baby & Child,Direct Sales,a,1.0,1.157,0.2591,1.0067,0.2714,0.8343,0,52570.0,12.8,672814.24,352614.69,320199.55,53825.14,80737.71,185636.7,535.71,185100.99,214.29,46221.67,138665.02
2024-04-01,2024,4,Middle East & Africa,Baby & Child,Direct Sales,b,1.0,1.157,0.2591,1.0067,0.2308,0.819,0,51608.0,12.97,669273.61,350759.08,318514.52,53541.89,80312.83,184659.8,535.71,184124.09,214.29,45977.45,137932.35
2024-04-01,2024,4,Middle East & Africa,Baby & Child,Direct Sales,c,1.0,1.157,0.2591,1.0067,0.1085,0.7759,0,48890.0,13.48,659006.53,345378.22,313628.31,52720.52,79080.78,181827.0,535.71,181291.29,214.29,45269.25,135807.75
2024-05-01,2024,5,North America,Enterprise,Direct Sales,a,1.0,0.8251,1.0072,1.0084,0.5478,0.8554,0,98277.0,7.98,784185.74,413191.03,370994.72,62734.86,94102.29,214157.57,535.71,213621.85,214.29,53351.89,160055.68
2024-05-01,2024,5,North America,Enterprise,Direct Sales,b,1.0,0.8251,1.0072,1.0084,0.2542,0.7434,0,85413.0,8.82,753374.0,396956.18,356417.82,60269.92,90404.88,205743.02,535.71,205207.31,214.29,51248.26,153744.77
2024-05-01,2024,5,North America,Enterprise,Direct Sales,c,1.0,0.8251,1.0072,1.0084,0.348,0.7763,0,89191.0,8.55,762748.59,401895.69,360852.9,61019.89,91529.83,208303.18,535.71,207767.46,214.29,51888.29,155664.88
2024-05-01,2024,5,North America,Pro Plan,Direct Sales,a,1.0,0.8251,1.0072,1.0084,0.2742,0.7503,0,93940.0,8.42,790683.12,416614.52,374068.59,63254.65,94881.97,215931.97,535.71,215396.26,214.29,53795.49,161386.48
2024-05-01,2024,5,North America,Pro Plan,Direct Sales,b,1.0,0.8251,1.0072,1.0084,0.052,0.6801,0,85155.0,9.03,768810.03,405089.5,363720.54,61504.8,92257.2,209958.53,535.71,209422.82,214.29,52302.13,156906.4
2024-05-01,2024,5,North America,Pro Plan,Direct Sales,c,1.0,0.8251,1.0072,1.0084,0.2443,0.7401,0,92667.0,8.5,787607.65,414994.04,372613.6,63008.61,94512.92,215092.07,535.71,214556.36,214.29,53585.52,160756.56
2024-05-01,2024,5,North America,Snacks,Direct Sales,a,1.0,0.8251,1.0072,1.0084,0.1105,0.6975,0,55153.0,11.32,624406.19,329002.46,295403.74,49952.5,74928.74,170522.5,535.71,169986.78,214.29,42443.12,127329.37
2024-05-01,2024,5,North America,Snacks,Direct Sales,b,1.0,0.8251,1.0072,1.0084,0.0845,0.6896,0,54535.0,11.41,622398.65,327944.67,294453.98,49791.89,74687.84,169974.25,535.71,169438.53,214.29,42306.06,126918.19
2024-05-01,2024,5,North America,Snacks,Direct Sales,c,1.0,0.8251,1.0072,1.0084,0.1892,0.722,0,57094.0,11.04,630608.29,332270.37,298337.92,50448.66,75673.0,172216.26,535.71,171680.55,214.29,42866.57,128599.7
2024-05-01,2024,5,North America,Beverages,Direct Sales,a,1.0,0.8251,1.0072,1.0084,0.167,0.7149,0,98354.0,9.23,907688.01,478264.93,429423.08,72615.04,108922.56,247885.48,535.71,247349.76,214.29,61783.87,185351.61
2024-05-01,2024,5,North America,Beverages,Direct Sales,b,1.0,0.8251,1.0072,1.0084,0.4246,0.8051,0,110762.0,8.48,939030.32,494779.34,444250.98,75122.43,112683.64,256444.92,535.71,255909.21,214.29,63923.73,191771.19
2024-05-01,2024,5,North America,Beverages,Direct Sales,c,1.0,0.8251,1.0072,1.0084,0.141,0.7068,0,97233.0,9.3,904719.09,476700.59,428018.49,72377.53,108566.29,247074.68,535.71,246538.96,214.29,61581.17,184743.51
2024-05-01,2024,5,North America,Personal Care,Direct Sales,a,1.0,0.8251,1.0072,1.0084,0.1149,0.6988,0,127259.0,9.95,1266480.46,667314.3,599166.16,101318.44,151977.66,345870.07,535.71,345334.35,214.29,86280.02,258840.05
2024-05-01,2024,5,North America,Personal Care,Direct Sales,b,1.0,0.8251,1.0072,1.0084,0.1328,0.7043,0,128261.0,9.9,1269321.03,668811.01,600510.02,101545.68,152318.52,346645.81,535.71,346110.1,214.29,86473.95,259421.86
2024-05-01,2024,5,North America,Personal Care,Direct Sales,c,1.0,0.8251,1.0072,1.0084,0.3011,0.7596,0,138333.0,9.38,1297033.55,683412.86,613620.68,103762.68,155644.03,354213.98,535.71,353678.26,214.29,88365.99,265097.98
2024-05-01,2024,5,North America,Household,Direct Sales,a,1.0,0.8251,1.0072,1.0084,0.053,0.6804,0,71978.0,13.7,986092.13,519576.42,466515.71,78887.37,118331.06,269297.29,535.71,268761.57,214.29,67136.82,201410.47
2024-05-01,2024,5,North America,Household,Direct Sales,b,1.0,0.8251,1.0072,1.0084,0.2892,0.7555,0,79918.0,12.71,1016018.58,535344.8,480673.78,81281.49,121922.23,277470.06,535.71,276934.35,214.29,69180.02,207540.05
2024-05-01,2024,5,North America,Household,Direct Sales,c,1.0,0.8251,1.0072,1.0084,0.1962,0.7243,0,76620.0,13.1,1003858.36,528937.52,474920.83,80308.67,120463.0,274149.16,535.71,273613.45,214.29,68349.79,205049.37
2024-05-01,2024,5,North America,Baby & Child,Direct Sales,a,1.0,0.8251,1.0072,1.0084,0.2768,0.7511,0,47329.0,12.85,607949.47,320331.34,287618.14,48635.96,72953.94,166028.24,535.71,165492.53,214.29,41319.56,123958.68
2024-05-01,2024,5,North America,Baby & Child,Direct Sales,b,1.0,0.8251,1.0072,1.0084,0.1697,0.7158,0,45103.0,13.29,599639.15,315952.59,283686.56,47971.13,71956.7,163758.73,535.71,163223.02,214.29,40752.18,122256.55
2024-05-01,2024,5,North America,Baby & Child,Direct Sales,c,1.0,0.8251,1.0072,1.0084,0.2833,0.7534,0,47473.0,12.82,608474.63,320608.05,287866.59,48677.97,73016.96,166171.66,535.71,165635.95,214.29,41355.42,124066.25
2024-05-01,2024,5,Europe,Enterprise,Direct Sales,a,1.0,0.8251,1.0827,1.0084,0.2741,0.7558,0,86834.0,8.72,756934.2,397610.36,359323.84,60554.74,90832.1,207937.0,535.71,207401.28,214.29,51796.75,155390.25
2024-05-01,2024,5,Europe,Enterprise,Direct Sales,b,1.0,0.8251,1.0827,1.0084,0.1071,0.7016,0,80606.0,9.19,741007.16,389244.04,351763.12,59280.57,88920.86,203561.69,535.71,203025.97,214.29,50702.92,152108.77
2024-05-01,2024,5,Europe,Enterprise,Direct Sales,c,1.0,0.8251,1.0827,1.0084,0.0462,0.6835,0,78524.0,9.37,735488.5,386345.14,349143.36,58839.08,88258.62,202045.66,535.71,201509.95,214.29,50323.91,150971.74
2024-05-01,2024,5,Europe,Pro Plan,Direct Sales,a,1.0,0.8251,1.0827,1.0084,0.2608,0.7513,0,94063.0,8.41,790978.84,415493.69,375485.15,63278.31,94917.46,217289.38,535.71,216753.67,214.29,54134.85,162404.54
2024-05-01,2024,5,Europe,Pro Plan,Direct Sales,b,1.0,0.8251,1.0827,1.0084,0.2806,0.7581,0,94914.0,8.36,793017.96,416564.82,376453.14,63441.44,95162.16,217849.55,535.71,217313.83,214.29,54274.89,162824.66
2024-05-01,2024,5,Europe,Pro Plan,Direct Sales,c,1.0,0.8251,1.0827,1.0084,0.2007,0.7312,0,91546.0,8.57,784872.49,412286.08,372586.41,62789.8,94184.7,215611.91,535.71,215076.2,214.29,53715.48,161146.43
2024-05-01,2024,5,Europe,Snacks,Direct Sales,a,1.0,0.8251,1.0827,1.0084,0.03,0.6788,0,53678.0,11.54,619589.66,325464.58,294125.08,49567.17,74350.76,170207.15,535.71,169671.44,214.29,42364.29,127092.86
2024-05-01,2024,5,Europe,Snacks,Direct Sales,b,1.0,0.8251,1.0827,1.0084,0.207,0.7332,0,57979.0,10.92,633383.65,332710.43,300673.22,50670.69,76006.04,173996.49,535.71,173460.78,214.29,43311.62,129934.87
2024-05-01,2024,5,Europe,Snacks,Direct Sales,c,1.0,0.8251,1.0827,1.0084,0.0902,0.6965,0,55078.0,11.33,624161.5,327866.12,296295.38,49932.92,74899.38,171463.08,535.71,170927.36,214.29,42678.27,128034.81
2024-05-01,2024,5,Europe,Beverages,Direct Sales,a,1.0,0.8251,1.0827,1.0084,0.2821,0.7586,0,104360.0,8.85,923190.95,484943.46,438247.49,73855.28,110782.91,253609.3,535.71,253073.59,214.29,63214.83,189644.48
2024-05-01,2024,5,Europe,Beverages,Direct Sales,b,1.0,0.8251,1.0827,1.0084,0.4518,0.8219,0,113066.0,8.35,944569.88,496173.61,448396.27,75565.59,113348.39,259482.3,535.71,258946.58,214.29,64683.07,194049.22
2024-05-01,2024,5,Europe,Beverages,Direct Sales,c,1.0,0.8251,1.0827,1.0084,0.3332,0.7767,0,106854.0,8.7,929441.24,488226.68,441214.56,74355.3,111532.95,255326.32,535.71,254790.6,214.29,63644.08,190932.24
2024-05-01,2024,5,Europe,Personal Care,Direct Sales,a,1.0,0.8251,1.0827,1.0084,0.1485,0.7144,0,130107.0,9.8,1274512.04,669489.1,605022.94,101960.96,152941.44,350120.53,535.71,349584.82,214.29,87342.63,262027.9
2024-05-01,2024,5,Europe,Personal Care,Direct Sales,b,1.0,0.8251,1.0827,1.0084,0.1608,0.7183,0,130816.0,9.76,1276494.32,670530.37,605963.95,102119.55,153179.32,350665.08,535.71,350129.37,214.29,87478.77,262436.31
2024-05-01,2024,5,Europe,Personal Care,Direct Sales,c,1.0,0.8251,1.0827,1.0084,0.0439,0.6828,0,124354.0,10.12,1258152.01,660895.33,597256.68,100652.16,150978.24,345626.28,535.71,345090.56,214.29,86219.07,258657.21
2024-05-01,2024,5,Europe,Household,Direct Sales,a,1.0,0.8251,1.0827,1.0084,0.1316,0.7091,0,75017.0,13.3,997814.35,524142.42,473671.92,79825.15,119737.72,274109.06,535.71,273573.34,214.29,68339.76,205019.29
2024-05-01,2024,5,Europe,Household,Direct Sales,b,1.0,0.8251,1.0827,1.0084,0.2171,0.7365,0,77918.0,12.95,1008688.32,529854.41,478833.9,80695.07,121042.6,277096.24,535.71,276560.52,214.29,69086.56,207259.68
2024-05-01,2024,5,Europe,Household,Direct Sales,c,1.0,0.8251,1.0827,1.0084,0.3838,0.7955,0,84151.0,12.25,1031113.3,541634.05,489479.25,82489.06,123733.6,283256.59,535.71,282720.88,214.29,70626.65,211879.95
2024-05-01,2024,5,Europe,Baby & Child,Direct Sales,a,1.0,0.8251,1.0827,1.0084,0.1293,0.7084,0,44638.0,13.39,597864.79,314052.71,283812.08,47829.18,71743.77,164239.12,535.71,163703.41,214.29,40872.28,122616.84
2024-05-01,2024,5,Europe,Baby & Child,Direct Sales,b,1.0,0.8251,1.0827,1.0084,0.3146,0.77,0,48521.0,12.62,612285.53,321627.79,290657.74,48982.84,73474.26,168200.64,535.71,167664.92,214.29,41862.66,125587.98
2024-05-01,2024,5,Europe,Baby & Child,Direct Sales,c,1.0,0.8251,1.0827,1.0084,0.2712,0.7548,0,47562.0,12.8,608799.95,319796.84,289003.1,48704.0,73055.99,167243.11,535.71,166707.4,214.29,41623.28,124869.84
